sensor_id;sensor_type;location;lat;lon;timestamp;P1;P4;P2;P0;N10;N4;N25;N1;N05;TS
65984;SPS30;52748;51.112;5.880;2023-12-22T00:02:01;1.64;1.60;1.40;1.09;8.74;8.73;8.67;8.40;7.06;0.69
65984;SPS30;52748;51.112;5.880;2023-12-22T00:04:27;1.88;1.83;1.61;1.26;10.12;10.11;10.05;9.74;8.20;0.69
65984;SPS30;52748;51.112;5.880;2023-12-22T00:06:53;1.60;1.56;1.38;1.08;8.70;8.69;8.64;8.39;7.07;0.69
65984;SPS30;52748;51.112;5.880;2023-12-22T00:09:20;1.79;1.75;1.55;1.23;9.90;9.89;9.84;9.57;8.08;0.70
65984;SPS30;52748;51.112;5.880;2023-12-22T00:11:45;1.62;1.59;1.40;1.10;8.80;8.79;8.74;8.48;7.14;0.69
65984;SPS30;52748;51.112;5.880;2023-12-22T00:14:11;1.78;1.74;1.55;1.24;9.91;9.91;9.85;9.59;8.11;0.70
65984;SPS30;52748;51.112;5.880;2023-12-22T00:16:37;1.57;1.54;1.38;1.11;8.90;8.89;8.85;8.62;7.31;0.69
65984;SPS30;52748;51.112;5.880;2023-12-22T00:19:04;1.51;1.48;1.33;1.08;8.66;8.65;8.61;8.40;7.14;0.68
65984;SPS30;52748;51.112;5.880;2023-12-22T00:21:29;1.53;1.50;1.33;1.07;8.57;8.56;8.52;8.29;7.02;0.70
65984;SPS30;52748;51.112;5.880;2023-12-22T00:23:55;1.64;1.60;1.40;1.09;8.76;8.76;8.70;8.43;7.09;0.71
65984;SPS30;52748;51.112;5.880;2023-12-22T00:26:22;1.73;1.69;1.48;1.15;9.20;9.19;9.14;8.85;7.43;0.71
65984;SPS30;52748;51.112;5.880;2023-12-22T00:28:47;1.62;1.58;1.39;1.09;8.77;8.76;8.71;8.45;7.12;0.70
65984;SPS30;52748;51.112;5.880;2023-12-22T00:31:13;1.84;1.80;1.59;1.26;10.11;10.10;10.05;9.77;8.25;0.69
65984;SPS30;52748;51.112;5.880;2023-12-22T00:33:39;1.84;1.80;1.59;1.25;10.06;10.05;9.99;9.71;8.19;0.70
65984;SPS30;52748;51.112;5.880;2023-12-22T00:36:05;1.54;1.51;1.34;1.07;8.60;8.59;8.54;8.32;7.04;0.69
65984;SPS30;52748;51.112;5.880;2023-12-22T00:38:31;1.74;1.70;1.51;1.20;9.60;9.59;9.54;9.27;7.83;0.68
65984;SPS30;52748;51.112;5.880;2023-12-22T00:40:57;1.63;1.59;1.39;1.08;8.65;8.64;8.58;8.31;6.98;0.68
65984;SPS30;52748;51.112;5.880;2023-12-22T00:43:23;1.84;1.79;1.54;1.17;9.43;9.42;9.35;9.02;7.54;0.69
65984;SPS30;52748;51.112;5.880;2023-12-22T00:45:49;1.70;1.65;1.42;1.08;8.65;8.64;8.58;8.27;6.90;0.70
65984;SPS30;52748;51.112;5.880;2023-12-22T00:48:14;1.77;1.71;1.45;1.06;8.55;8.54;8.47;8.12;6.72;0.73
65984;SPS30;52748;51.112;5.880;2023-12-22T00:50:41;1.85;1.80;1.52;1.12;8.99;8.98;8.91;8.54;7.07;0.73
65984;SPS30;52748;51.112;5.880;2023-12-22T00:53:07;1.97;1.91;1.64;1.23;9.84;9.83;9.76;9.39;7.81;0.73
65984;SPS30;52748;51.112;5.880;2023-12-22T00:55:32;1.59;1.55;1.36;1.05;8.43;8.42;8.36;8.10;6.79;0.71
65984;SPS30;52748;51.112;5.880;2023-12-22T00:57:58;1.60;1.56;1.36;1.06;8.49;8.48;8.43;8.16;6.85;0.71
65984;SPS30;52748;51.112;5.880;2023-12-22T01:00:24;1.59;1.55;1.35;1.03;8.28;8.27;8.22;7.94;6.64;0.72
65984;SPS30;52748;51.112;5.880;2023-12-22T01:02:50;1.61;1.57;1.38;1.07;8.61;8.60;8.55;8.29;6.97;0.71
65984;SPS30;52748;51.112;5.880;2023-12-22T01:05:15;1.86;1.81;1.58;1.23;9.85;9.84;9.78;9.47;7.95;0.71
65984;SPS30;52748;51.112;5.880;2023-12-22T01:07:41;1.45;1.41;1.24;0.98;7.83;7.82;7.78;7.55;6.36;0.70
65984;SPS30;52748;51.112;5.880;2023-12-22T01:10:07;1.70;1.66;1.46;1.15;9.22;9.21;9.16;8.89;7.49;0.70
65984;SPS30;52748;51.112;5.880;2023-12-22T01:12:34;1.52;1.49;1.33;1.08;8.62;8.62;8.57;8.36;7.09;0.69
65984;SPS30;52748;51.112;5.880;2023-12-22T01:15:00;1.38;1.35;1.22;0.99;7.95;7.94;7.90;7.71;6.56;0.68
65984;SPS30;52748;51.112;5.880;2023-12-22T01:17:26;1.39;1.36;1.24;1.03;8.25;8.24;8.21;8.04;6.87;0.68
65984;SPS30;52748;51.112;5.880;2023-12-22T01:19:52;1.18;1.16;1.06;0.88;7.05;7.05;7.02;6.88;5.87;0.66
65984;SPS30;52748;51.112;5.880;2023-12-22T01:22:18;1.53;1.50;1.34;1.09;8.70;8.69;8.65;8.43;7.16;0.67
65984;SPS30;52748;51.112;5.880;2023-12-22T01:24:43;1.46;1.43;1.28;1.04;8.34;8.34;8.30;8.09;6.87;0.67
65984;SPS30;52748;51.112;5.880;2023-12-22T01:27:10;1.43;1.40;1.25;1.01;8.08;8.07;8.03;7.82;6.63;0.67
65984;SPS30;52748;51.112;5.880;2023-12-22T01:29:37;1.58;1.54;1.36;1.06;8.53;8.52;8.47;8.22;6.92;0.69
65984;SPS30;52748;51.112;5.880;2023-12-22T01:32:03;1.51;1.47;1.27;0.97;7.75;7.75;7.69;7.42;6.20;0.70
65984;SPS30;52748;51.112;5.880;2023-12-22T01:34:29;1.53;1.48;1.28;0.97;7.79;7.78;7.73;7.46;6.22;0.70
65984;SPS30;52748;51.112;5.880;2023-12-22T01:36:55;1.59;1.54;1.33;1.00;8.04;8.03;7.97;7.68;6.40;0.71
65984;SPS30;52748;51.112;5.880;2023-12-22T01:39:20;1.78;1.74;1.50;1.14;9.13;9.13;9.06;8.74;7.30;0.71
65984;SPS30;52748;51.112;5.880;2023-12-22T01:41:46;1.46;1.42;1.25;0.98;7.87;7.86;7.82;7.58;6.39;0.69
65984;SPS30;52748;51.112;5.880;2023-12-22T01:44:12;1.33;1.30;1.15;0.91;7.33;7.33;7.29;7.08;5.98;0.69
65984;SPS30;52748;51.112;5.880;2023-12-22T01:46:38;1.48;1.44;1.26;0.99;7.91;7.91;7.86;7.62;6.40;0.69
65984;SPS30;52748;51.112;5.880;2023-12-22T01:49:04;1.48;1.44;1.26;0.97;7.82;7.81;7.76;7.51;6.30;0.70
65984;SPS30;52748;51.112;5.880;2023-12-22T01:51:33;1.55;1.51;1.32;1.02;8.19;8.19;8.13;7.87;6.61;0.70
65984;SPS30;52748;51.112;5.880;2023-12-22T01:54:05;1.55;1.51;1.31;1.00;8.04;8.03;7.98;7.71;6.45;0.72
65984;SPS30;52748;51.112;5.880;2023-12-22T01:56:31;1.40;1.37;1.19;0.91;7.31;7.31;7.26;7.01;5.87;0.71
65984;SPS30;52748;51.112;5.880;2023-12-22T01:58:59;1.46;1.42;1.24;0.96;7.69;7.68;7.63;7.38;6.19;0.70
65984;SPS30;52748;51.112;5.880;2023-12-22T02:01:30;1.47;1.43;1.25;0.97;7.79;7.78;7.74;7.49;6.29;0.69
65984;SPS30;52748;51.112;5.880;2023-12-22T02:03:57;1.40;1.36;1.20;0.94;7.52;7.51;7.47;7.24;6.09;0.68
65984;SPS30;52748;51.112;5.880;2023-12-22T02:06:24;1.40;1.36;1.20;0.95;7.62;7.61;7.57;7.35;6.20;0.69
65984;SPS30;52748;51.112;5.880;2023-12-22T02:08:50;1.41;1.38;1.22;0.98;7.84;7.83;7.79;7.58;6.41;0.68
65984;SPS30;52748;51.112;5.880;2023-12-22T02:11:16;1.48;1.45;1.29;1.02;8.21;8.20;8.16;7.93;6.71;0.68
65984;SPS30;52748;51.112;5.880;2023-12-22T02:13:45;1.27;1.24;1.10;0.87;7.01;7.00;6.97;6.78;5.73;0.67
65984;SPS30;52748;51.112;5.880;2023-12-22T02:16:18;1.42;1.39;1.22;0.96;7.74;7.73;7.69;7.46;6.29;0.68
65984;SPS30;52748;51.112;5.880;2023-12-22T02:18:59;1.28;1.25;1.10;0.87;6.95;6.94;6.90;6.70;5.65;0.68
65984;SPS30;52748;51.112;5.880;2023-12-22T02:21:58;1.21;1.18;1.05;0.84;6.77;6.76;6.73;6.55;5.54;0.67
65984;SPS30;52748;51.112;5.880;2023-12-22T02:24:28;1.31;1.29;1.15;0.94;7.52;7.51;7.48;7.29;6.20;0.68
65984;SPS30;52748;51.112;5.880;2023-12-22T02:26:56;1.29;1.26;1.12;0.89;7.15;7.15;7.11;6.92;5.85;0.70
65984;SPS30;52748;51.112;5.880;2023-12-22T02:29:46;1.40;1.36;1.20;0.93;7.49;7.49;7.44;7.21;6.07;0.70
65984;SPS30;52748;51.112;5.880;2023-12-22T02:32:21;1.53;1.49;1.30;1.00;7.99;7.98;7.93;7.67;6.42;0.73
65984;SPS30;52748;51.112;5.880;2023-12-22T02:34:52;1.61;1.57;1.34;1.01;8.10;8.09;8.03;7.73;6.44;0.75
65984;SPS30;52748;51.112;5.880;2023-12-22T02:37:21;1.43;1.39;1.18;0.88;7.10;7.10;7.04;6.77;5.63;0.75
65984;SPS30;52748;51.112;5.880;2023-12-22T02:39:50;1.32;1.29;1.11;0.84;6.73;6.72;6.67;6.43;5.37;0.74
65984;SPS30;52748;51.112;5.880;2023-12-22T02:42:18;1.54;1.50;1.30;0.99;7.97;7.96;7.91;7.64;6.39;0.74
65984;SPS30;52748;51.112;5.880;2023-12-22T02:44:48;1.52;1.48;1.27;0.95;7.65;7.64;7.59;7.31;6.08;0.74
65984;SPS30;52748;51.112;5.880;2023-12-22T02:47:14;1.48;1.44;1.23;0.92;7.35;7.34;7.29;7.01;5.82;0.75
65984;SPS30;52748;51.112;5.880;2023-12-22T02:49:40;1.46;1.42;1.22;0.92;7.37;7.36;7.31;7.04;5.86;0.74
65984;SPS30;52748;51.112;5.880;2023-12-22T02:52:05;1.48;1.44;1.25;0.96;7.70;7.69;7.64;7.38;6.18;0.73
65984;SPS30;52748;51.112;5.880;2023-12-22T02:54:31;1.39;1.36;1.18;0.91;7.33;7.32;7.28;7.04;5.90;0.72
65984;SPS30;52748;51.112;5.880;2023-12-22T02:56:58;1.39;1.35;1.18;0.91;7.32;7.31;7.27;7.04;5.90;0.71
65984;SPS30;52748;51.112;5.880;2023-12-22T02:59:27;1.35;1.32;1.16;0.90;7.22;7.21;7.17;6.94;5.84;0.70
65984;SPS30;52748;51.112;5.880;2023-12-22T03:01:53;1.20;1.17;1.03;0.80;6.41;6.41;6.37;6.17;5.19;0.70
65984;SPS30;52748;51.112;5.880;2023-12-22T03:04:19;1.47;1.43;1.24;0.95;7.66;7.65;7.60;7.35;6.15;0.71
65984;SPS30;52748;51.112;5.880;2023-12-22T03:06:45;1.49;1.45;1.24;0.92;7.40;7.39;7.34;7.06;5.86;0.71
65984;SPS30;52748;51.112;5.880;2023-12-22T03:09:11;1.43;1.39;1.19;0.89;7.14;7.13;7.07;6.81;5.66;0.72
65984;SPS30;52748;51.112;5.880;2023-12-22T03:11:37;1.46;1.42;1.22;0.93;7.44;7.44;7.38;7.12;5.94;0.70
65984;SPS30;52748;51.112;5.880;2023-12-22T03:14:02;1.47;1.43;1.23;0.92;7.42;7.41;7.36;7.09;5.90;0.71
65984;SPS30;52748;51.112;5.880;2023-12-22T03:16:28;1.64;1.59;1.37;1.04;8.37;8.36;8.30;8.01;6.69;0.71
65984;SPS30;52748;51.112;5.880;2023-12-22T03:18:54;1.36;1.32;1.15;0.87;7.02;7.01;6.96;6.72;5.62;0.71
65984;SPS30;52748;51.112;5.880;2023-12-22T03:21:20;1.40;1.37;1.18;0.90;7.24;7.24;7.19;6.94;5.80;0.71
65984;SPS30;52748;51.112;5.880;2023-12-22T03:23:46;1.38;1.35;1.16;0.88;7.09;7.09;7.04;6.79;5.67;0.72
65984;SPS30;52748;51.112;5.880;2023-12-22T03:26:11;1.43;1.40;1.21;0.92;7.36;7.35;7.30;7.05;5.88;0.72
65984;SPS30;52748;51.112;5.880;2023-12-22T03:28:37;1.34;1.30;1.13;0.86;6.91;6.90;6.85;6.62;5.53;0.71
65984;SPS30;52748;51.112;5.880;2023-12-22T03:31:03;1.42;1.38;1.20;0.92;7.37;7.36;7.31;7.07;5.91;0.70
65984;SPS30;52748;51.112;5.880;2023-12-22T03:33:30;1.43;1.40;1.22;0.94;7.56;7.55;7.50;7.26;6.09;0.70
65984;SPS30;52748;51.112;5.880;2023-12-22T03:35:56;1.42;1.38;1.22;0.95;7.65;7.64;7.59;7.37;6.20;0.68
65984;SPS30;52748;51.112;5.880;2023-12-22T03:38:22;1.26;1.23;1.09;0.86;6.89;6.88;6.84;6.65;5.61;0.69
65984;SPS30;52748;51.112;5.880;2023-12-22T03:40:48;1.40;1.37;1.20;0.94;7.51;7.50;7.46;7.23;6.08;0.69
65984;SPS30;52748;51.112;5.880;2023-12-22T03:43:13;1.49;1.45;1.27;0.98;7.90;7.89;7.84;7.59;6.37;0.70
65984;SPS30;52748;51.112;5.880;2023-12-22T03:45:39;1.38;1.34;1.16;0.88;7.05;7.05;7.00;6.75;5.63;0.71
65984;SPS30;52748;51.112;5.880;2023-12-22T03:48:05;1.35;1.32;1.14;0.87;6.99;6.98;6.93;6.69;5.60;0.69
65984;SPS30;52748;51.112;5.880;2023-12-22T03:50:31;1.32;1.28;1.11;0.85;6.85;6.84;6.80;6.57;5.50;0.68
65984;SPS30;52748;51.112;5.880;2023-12-22T03:52:57;1.41;1.37;1.17;0.88;7.05;7.04;6.99;6.72;5.59;0.69
65984;SPS30;52748;51.112;5.880;2023-12-22T03:55:23;1.53;1.48;1.25;0.91;7.35;7.34;7.28;6.98;5.77;0.71
65984;SPS30;52748;51.112;5.880;2023-12-22T03:57:48;1.51;1.47;1.24;0.91;7.31;7.30;7.24;6.94;5.73;0.72
65984;SPS30;52748;51.112;5.880;2023-12-22T04:00:14;1.33;1.30;1.11;0.82;6.61;6.61;6.56;6.30;5.23;0.70
65984;SPS30;52748;51.112;5.880;2023-12-22T04:02:42;1.60;1.55;1.34;1.02;8.20;8.19;8.13;7.85;6.55;0.70
65984;SPS30;52748;51.112;5.880;2023-12-22T04:05:11;1.54;1.50;1.29;0.98;7.85;7.84;7.79;7.51;6.27;0.71
65984;SPS30;52748;51.112;5.880;2023-12-22T04:07:37;1.55;1.51;1.29;0.96;7.67;7.66;7.61;7.31;6.06;0.74
65984;SPS30;52748;51.112;5.880;2023-12-22T04:10:03;1.48;1.44;1.23;0.93;7.45;7.44;7.38;7.11;5.92;0.73
65984;SPS30;52748;51.112;5.880;2023-12-22T04:12:28;1.40;1.36;1.18;0.89;7.18;7.17;7.12;6.87;5.74;0.73
65984;SPS30;52748;51.112;5.880;2023-12-22T04:14:54;1.22;1.19;1.03;0.78;6.30;6.29;6.25;6.03;5.04;0.72
65984;SPS30;52748;51.112;5.880;2023-12-22T04:17:20;1.41;1.37;1.19;0.91;7.29;7.28;7.23;6.98;5.84;0.72
65984;SPS30;52748;51.112;5.880;2023-12-22T04:19:46;1.32;1.28;1.10;0.83;6.65;6.64;6.59;6.35;5.29;0.72
65984;SPS30;52748;51.112;5.880;2023-12-22T04:22:12;1.48;1.43;1.22;0.90;7.20;7.19;7.13;6.85;5.67;0.74
65984;SPS30;52748;51.112;5.880;2023-12-22T04:24:37;1.34;1.31;1.11;0.81;6.55;6.54;6.48;6.22;5.15;0.74
65984;SPS30;52748;51.112;5.880;2023-12-22T04:27:03;1.27;1.23;1.05;0.78;6.30;6.29;6.24;6.00;4.98;0.74
65984;SPS30;52748;51.112;5.880;2023-12-22T04:29:29;1.37;1.33;1.14;0.85;6.86;6.85;6.80;6.54;5.44;0.74
65984;SPS30;52748;51.112;5.880;2023-12-22T04:31:55;1.38;1.34;1.15;0.86;6.92;6.91;6.86;6.60;5.49;0.73
65984;SPS30;52748;51.112;5.880;2023-12-22T04:34:21;1.33;1.29;1.11;0.83;6.68;6.67;6.62;6.37;5.30;0.72
65984;SPS30;52748;51.112;5.880;2023-12-22T04:36:47;1.40;1.36;1.17;0.88;7.03;7.02;6.97;6.71;5.58;0.74
65984;SPS30;52748;51.112;5.880;2023-12-22T04:39:12;1.46;1.42;1.21;0.90;7.27;7.26;7.20;6.93;5.75;0.74
65984;SPS30;52748;51.112;5.880;2023-12-22T04:41:38;1.42;1.38;1.18;0.87;7.03;7.02;6.97;6.69;5.55;0.74
65984;SPS30;52748;51.112;5.880;2023-12-22T04:44:06;1.40;1.36;1.17;0.88;7.06;7.05;7.00;6.74;5.61;0.74
65984;SPS30;52748;51.112;5.880;2023-12-22T04:46:32;1.44;1.40;1.20;0.90;7.26;7.25;7.19;6.93;5.76;0.74
65984;SPS30;52748;51.112;5.880;2023-12-22T04:48:58;1.38;1.35;1.16;0.88;7.04;7.04;6.99;6.74;5.62;0.72
65984;SPS30;52748;51.112;5.880;2023-12-22T04:51:24;1.33;1.29;1.10;0.82;6.58;6.57;6.52;6.27;5.21;0.74
65984;SPS30;52748;51.112;5.880;2023-12-22T04:53:50;1.48;1.44;1.22;0.89;7.16;7.16;7.10;6.80;5.62;0.75
65984;SPS30;52748;51.112;5.880;2023-12-22T04:56:15;1.56;1.52;1.28;0.94;7.55;7.54;7.48;7.16;5.92;0.76
65984;SPS30;52748;51.112;5.880;2023-12-22T04:58:41;1.43;1.39;1.18;0.87;6.98;6.97;6.92;6.64;5.50;0.75
65984;SPS30;52748;51.112;5.880;2023-12-22T05:01:07;1.39;1.35;1.15;0.86;6.88;6.87;6.82;6.56;5.44;0.74
65984;SPS30;52748;51.112;5.880;2023-12-22T05:03:33;1.33;1.29;1.10;0.82;6.60;6.59;6.54;6.28;5.22;0.74
65984;SPS30;52748;51.112;5.880;2023-12-22T05:05:59;1.23;1.20;1.02;0.76;6.14;6.14;6.09;5.86;4.87;0.75
65984;SPS30;52748;51.112;5.880;2023-12-22T05:08:24;1.30;1.26;1.09;0.84;6.73;6.73;6.68;6.46;5.40;0.72
65984;SPS30;52748;51.112;5.880;2023-12-22T05:10:50;1.17;1.14;1.01;0.80;6.38;6.38;6.34;6.16;5.19;0.70
65984;SPS30;52748;51.112;5.880;2023-12-22T05:13:16;1.41;1.37;1.21;0.94;7.56;7.56;7.51;7.28;6.13;0.71
65984;SPS30;52748;51.112;5.880;2023-12-22T05:15:42;1.22;1.19;1.04;0.80;6.39;6.38;6.34;6.13;5.13;0.72
65984;SPS30;52748;51.112;5.880;2023-12-22T05:18:07;1.57;1.53;1.33;1.02;8.17;8.16;8.11;7.83;6.56;0.72
65984;SPS30;52748;51.112;5.880;2023-12-22T05:20:33;1.35;1.32;1.14;0.88;7.06;7.05;7.00;6.77;5.67;0.72
65984;SPS30;52748;51.112;5.880;2023-12-22T05:23:00;1.41;1.38;1.20;0.93;7.43;7.42;7.37;7.13;5.98;0.72
65984;SPS30;52748;51.112;5.880;2023-12-22T05:25:25;1.36;1.32;1.15;0.89;7.16;7.15;7.11;6.88;5.77;0.73
65984;SPS30;52748;51.112;5.880;2023-12-22T05:27:51;1.33;1.29;1.12;0.86;6.88;6.88;6.83;6.60;5.52;0.73
65984;SPS30;52748;51.112;5.880;2023-12-22T05:30:17;1.46;1.42;1.22;0.92;7.40;7.39;7.33;7.07;5.89;0.73
65984;SPS30;52748;51.112;5.880;2023-12-22T05:32:43;1.41;1.37;1.17;0.87;6.96;6.95;6.90;6.63;5.50;0.75
65984;SPS30;52748;51.112;5.880;2023-12-22T05:35:10;1.31;1.27;1.07;0.78;6.31;6.30;6.25;5.99;4.94;0.76
65984;SPS30;52748;51.112;5.880;2023-12-22T05:37:36;1.36;1.32;1.11;0.81;6.48;6.47;6.42;6.14;5.06;0.77
65984;SPS30;52748;51.112;5.880;2023-12-22T05:40:02;1.40;1.36;1.14;0.81;6.55;6.54;6.48;6.19;5.08;0.77
65984;SPS30;52748;51.112;5.880;2023-12-22T05:42:28;1.63;1.58;1.32;0.94;7.60;7.59;7.52;7.18;5.89;0.77
65984;SPS30;52748;51.112;5.880;2023-12-22T05:44:54;1.51;1.46;1.24;0.90;7.27;7.26;7.20;6.90;5.70;0.75
65984;SPS30;52748;51.112;5.880;2023-12-22T05:47:19;1.40;1.36;1.16;0.86;6.91;6.90;6.84;6.57;5.45;0.74
65984;SPS30;52748;51.112;5.880;2023-12-22T05:49:45;1.31;1.28;1.10;0.83;6.63;6.62;6.57;6.33;5.27;0.72
65984;SPS30;52748;51.112;5.880;2023-12-22T05:52:11;1.43;1.39;1.20;0.91;7.30;7.29;7.24;6.98;5.83;0.72
65984;SPS30;52748;51.112;5.880;2023-12-22T05:54:38;1.45;1.41;1.20;0.89;7.14;7.13;7.08;6.80;5.64;0.73
65984;SPS30;52748;51.112;5.880;2023-12-22T05:57:04;1.55;1.50;1.26;0.91;7.35;7.34;7.28;6.96;5.74;0.74
65984;SPS30;52748;51.112;5.880;2023-12-22T05:59:32;1.52;1.48;1.24;0.91;7.28;7.27;7.21;6.91;5.70;0.75
65984;SPS30;52748;51.112;5.880;2023-12-22T06:01:59;1.50;1.46;1.23;0.90;7.25;7.24;7.19;6.89;5.69;0.75
65984;SPS30;52748;51.112;5.880;2023-12-22T06:04:26;1.46;1.42;1.19;0.87;7.00;6.99;6.94;6.64;5.48;0.75
65984;SPS30;52748;51.112;5.880;2023-12-22T06:06:52;1.50;1.46;1.24;0.92;7.38;7.37;7.31;7.03;5.83;0.74
65984;SPS30;52748;51.112;5.880;2023-12-22T06:09:17;1.33;1.29;1.10;0.81;6.47;6.46;6.41;6.15;5.08;0.76
65984;SPS30;52748;51.112;5.880;2023-12-22T06:11:45;1.52;1.48;1.25;0.92;7.36;7.36;7.30;6.99;5.78;0.75
65984;SPS30;52748;51.112;5.880;2023-12-22T06:14:11;1.66;1.61;1.37;1.02;8.17;8.16;8.10;7.78;6.45;0.74
65984;SPS30;52748;51.112;5.880;2023-12-22T06:16:37;1.55;1.50;1.28;0.95;7.66;7.65;7.59;7.29;6.05;0.73
65984;SPS30;52748;51.112;5.880;2023-12-22T06:19:04;1.71;1.66;1.42;1.06;8.50;8.49;8.43;8.10;6.73;0.74
65984;SPS30;52748;51.112;5.880;2023-12-22T06:21:31;1.45;1.41;1.21;0.92;7.37;7.36;7.31;7.05;5.88;0.72
65984;SPS30;52748;51.112;5.880;2023-12-22T06:23:56;1.26;1.22;1.05;0.79;6.31;6.30;6.26;6.02;5.01;0.72
65984;SPS30;52748;51.112;5.880;2023-12-22T06:26:22;1.31;1.27;1.09;0.82;6.57;6.56;6.51;6.27;5.22;0.72
65984;SPS30;52748;51.112;5.880;2023-12-22T06:28:49;1.34;1.31;1.12;0.84;6.78;6.77;6.72;6.47;5.39;0.72
65984;SPS30;52748;51.112;5.880;2023-12-22T06:31:18;1.18;1.15;0.99;0.74;5.94;5.94;5.89;5.67;4.72;0.72
65984;SPS30;52748;51.112;5.880;2023-12-22T06:33:46;1.23;1.20;1.04;0.79;6.35;6.34;6.30;6.08;5.09;0.72
65984;SPS30;52748;51.112;5.880;2023-12-22T06:36:19;1.22;1.19;1.04;0.80;6.45;6.44;6.40;6.19;5.19;0.71
65984;SPS30;52748;51.112;5.880;2023-12-22T06:38:46;1.81;1.76;1.54;1.19;9.56;9.55;9.49;9.19;7.71;0.71
65984;SPS30;52748;51.112;5.880;2023-12-22T06:41:19;3.18;3.08;2.60;1.90;15.28;15.26;15.13;14.50;11.97;0.75
65984;SPS30;52748;51.112;5.880;2023-12-22T06:43:45;2.27;2.19;1.79;1.23;9.88;9.86;9.76;9.24;7.47;0.78
65984;SPS30;52748;51.112;5.880;2023-12-22T06:46:15;1.70;1.64;1.34;0.91;7.36;7.34;7.27;6.87;5.56;0.78
65984;SPS30;52748;51.112;5.880;2023-12-22T06:48:41;1.66;1.60;1.31;0.90;7.24;7.23;7.15;6.77;5.48;0.78
65984;SPS30;52748;51.112;5.880;2023-12-22T06:51:07;2.12;2.04;1.66;1.13;9.09;9.08;8.98;8.48;6.85;0.78
65984;SPS30;52748;51.112;5.880;2023-12-22T06:53:41;2.96;2.85;2.32;1.57;12.62;12.60;12.46;11.76;9.48;0.78
65984;SPS30;52748;51.112;5.880;2023-12-22T06:56:14;5.45;5.23;4.15;2.65;21.41;21.37;21.09;19.68;15.56;0.82
65984;SPS30;52748;51.112;5.880;2023-12-22T06:58:44;5.98;5.71;4.39;2.62;21.16;21.11;20.77;19.07;14.66;0.87
65984;SPS30;52748;51.112;5.880;2023-12-22T07:01:17;7.14;6.81;5.14;2.91;23.56;23.49;23.07;20.92;15.73;0.91
65984;SPS30;52748;51.112;5.880;2023-12-22T07:03:45;5.37;5.11;3.84;2.14;17.34;17.30;16.97;15.34;11.45;0.92
65984;SPS30;52748;51.112;5.880;2023-12-22T07:06:14;4.13;3.93;2.95;1.64;13.29;13.26;13.01;11.75;8.76;0.92
65984;SPS30;52748;51.112;5.880;2023-12-22T07:08:41;4.11;3.93;2.99;1.74;14.06;14.02;13.78;12.58;9.57;0.88
65984;SPS30;52748;51.112;5.880;2023-12-22T07:11:08;3.95;3.77;2.88;1.69;13.65;13.61;13.39;12.24;9.34;0.86
65984;SPS30;52748;51.112;5.880;2023-12-22T07:13:34;3.36;3.22;2.49;1.50;12.10;12.07;11.89;10.94;8.45;0.85
65984;SPS30;52748;51.112;5.880;2023-12-22T07:16:01;3.68;3.52;2.71;1.61;13.06;13.03;12.82;11.77;9.06;0.85
65984;SPS30;52748;51.112;5.880;2023-12-22T07:18:28;3.36;3.21;2.47;1.47;11.89;11.87;11.68;10.72;8.24;0.85
65984;SPS30;52748;51.112;5.880;2023-12-22T07:20:57;4.04;3.86;2.96;1.75;14.13;14.10;13.87;12.71;9.73;0.87
65984;SPS30;52748;51.112;5.880;2023-12-22T07:23:24;3.65;3.49;2.67;1.58;12.79;12.76;12.55;11.50;8.82;0.88
65984;SPS30;52748;51.112;5.880;2023-12-22T07:25:50;4.05;3.87;2.96;1.75;14.13;14.10;13.86;12.70;9.72;0.88
65984;SPS30;52748;51.112;5.880;2023-12-22T07:28:16;4.00;3.82;2.91;1.69;13.70;13.66;13.43;12.26;9.33;0.89
65984;SPS30;52748;51.112;5.880;2023-12-22T07:30:42;4.17;3.97;2.98;1.66;13.49;13.45;13.20;11.93;8.91;0.92
65984;SPS30;52748;51.112;5.880;2023-12-22T07:33:08;4.22;4.02;3.01;1.67;13.58;13.54;13.28;12.00;8.95;0.91
65984;SPS30;52748;51.112;5.880;2023-12-22T07:35:33;4.18;3.99;3.05;1.79;14.46;14.42;14.18;12.97;9.91;0.88
65984;SPS30;52748;51.112;5.880;2023-12-22T07:38:02;3.83;3.66;2.81;1.65;13.36;13.33;13.11;12.01;9.19;0.88
65984;SPS30;52748;51.112;5.880;2023-12-22T07:40:31;4.59;4.38;3.32;1.91;15.45;15.41;15.14;13.79;10.43;0.89
65984;SPS30;52748;51.112;5.880;2023-12-22T07:42:57;4.89;4.66;3.53;2.01;16.27;16.23;15.94;14.48;10.91;0.90
65984;SPS30;52748;51.112;5.880;2023-12-22T07:45:23;4.71;4.49;3.40;1.93;15.63;15.59;15.31;13.90;10.47;0.90
65984;SPS30;52748;51.112;5.880;2023-12-22T07:47:49;4.88;4.65;3.49;1.95;15.79;15.75;15.45;13.97;10.43;0.92
65984;SPS30;52748;51.112;5.880;2023-12-22T07:50:15;4.78;4.56;3.43;1.92;15.59;15.55;15.26;13.82;10.35;0.92
65984;SPS30;52748;51.112;5.880;2023-12-22T07:52:40;4.93;4.71;3.57;2.04;16.53;16.49;16.20;14.73;11.13;0.90
