date, pm25, pm10, o3, no2, so2
2017/2/8, , 46, 15, 17, 
2017/2/9, , 50, 16, 28, 
2017/2/10, , 62, 23, 11, 
2017/2/11, , 38, 27, 14, 
2017/2/12, , 54, 15, 37, 
2017/2/13, , 76, 27, 24, 
2017/2/14, , 53, 19, 39, 
2017/2/15, , 54, 13, 35, 
2017/2/16, , 58, 19, 19, 
2017/2/17, , 28, 19, 13, 
2017/2/18, , 19, 22, 14, 
2017/2/19, , 18, 20, 13, 
2017/2/20, , 20, 23, 11, 
2017/2/21, , 9, 26, 10, 
2017/2/22, , 10, 33, 19, 
2017/2/23, , 11, 31, 10, 
2017/2/24, , 6, 26, 17, 
2017/2/25, , 11, 30, 12, 
2017/2/26, , 8, 28, 19, 
2017/2/27, , 17, 27, 19, 
2017/2/28, , 17, 28, 17, 
2017/3/1, , 10, 29, 13, 
2017/3/2, , 10, 26, 18, 
2017/3/3, , 16, 28, 10, 
2017/3/7, , 11, 21, 20, 
2017/3/8, , 23, 22, 18, 
2017/3/9, , 12, 31, 11, 
2017/3/10, , 10, 20, 23, 
2017/3/11, , 23, 28, 13, 
2017/3/12, , 20, 14, 29, 
2017/3/13, , 30, 21, 23, 
2017/3/14, , 32, 25, 13, 
2017/3/15, , 25, 17, 23, 
2017/3/16, , 30, 20, 17, 
2017/3/17, , 26, 32, 8, 
2017/3/18, , 10, 31, 9, 
2017/3/19, , 10, 27, 15, 
2017/3/20, , 12, 27, 14, 
2017/3/21, , 10, 27, 15, 
2017/3/22, , 15, 22, 19, 
2017/3/23, , 26, 26, 23, 
2017/3/24, , 29, 28, 18, 
2017/3/25, , 24, 32, 18, 
2017/3/26, , 17, 22, 32, 
2017/3/27, , 27, 27, 29, 
2017/3/28, , 25, 31, 18, 
2017/3/29, , 27, 22, 23, 
2017/3/30, , 29, 24, 22, 
2017/3/31, , 24, 41, 16, 
2016/10/1, , 14, 22, 15, 
2016/10/2, , 6, 11, 13, 
2016/10/3, , 9, 16, 20, 
2016/10/4, , 10, 18, 14, 
2016/10/5, , 7, 16, 19, 
2016/10/6, , 7, 4, 18, 
2016/10/7, , 13, 12, 12, 
2016/10/8, , 10, 14, 10, 
2016/10/9, , 7, 8, 22, 
2016/10/10, , 16, 5, 22, 
2016/10/11, , 20, 2, 16, 
2016/10/12, , 13, 3, 15, 
2016/10/13, , 14, 16, 10, 
2016/10/14, , 16, 16, 17, 
2016/10/15, , 25, 8, 18, 
2016/10/16, , 23, 7, 15, 
2016/10/17, , 19, 4, 21, 
2016/10/18, , 33, 11, 23, 
2016/10/19, , 15, 12, 25, 
2016/10/20, , 14, 7, 24, 
2016/10/21, , 19, 4, 19, 
2016/10/22, , 15, 14, 13, 
2016/10/23, , 18, 9, 19, 
2016/10/24, , 27, 1, 18, 
2016/10/25, , 22, 9, 26, 
2016/10/26, , 41, 3, 23, 
2016/10/27, , 40, 12, 20, 
2016/10/28, , 23, 21, 12, 
2016/10/29, , 16, 24, 12, 
2016/10/30, , 17, 13, 15, 
2016/10/31, , 15, 14, 23, 
2016/11/1, , 13, 24, 14, 
2016/11/2, , 6, 15, 19, 
2016/11/3, , 13, 4, 25, 
2016/11/4, , 22, 8, 16, 
2016/11/5, , 27, 11, 16, 
2016/11/6, , 17, 14, 18, 
2016/11/7, , 13, 10, 25, 
2016/11/8, , 20, 10, 24, 
2016/11/9, , 24, 6, 18, 
2016/11/10, , 23, 6, 22, 
2016/11/11, , 38, 8, 21, 
2016/11/12, , 35, 12, 23, 
2016/11/13, , 28, 3, 37, 
2016/11/14, , 37, 4, 25, 
2016/11/15, , 31, 3, 15, 
2016/11/16, , 10, 12, 20, 
2016/11/17, , 7, 23, 18, 
2016/11/18, , 7, 24, 21, 
2016/11/19, , 7, 20, 8, 
2016/11/20, , 8, 15, 10, 
2016/11/21, , 16, 14, 15, 
2016/11/22, , 25, 7, 20, 
2016/11/23, , 28, 2, 19, 
2016/11/24, , 31, 12, 24, 
2016/11/25, , 28, 6, 21, 
2016/11/26, , 25, 21, 11, 
2016/11/27, , 12, 20, 18, 
2016/11/28, , 13, 10, 31, 
2016/11/29, , 29, 13, 20, 
2016/11/30, , 14, 13, 17, 
2016/12/1, , 15, 23, 17, 
2016/12/2, , 15, 10, 32, 
2016/12/3, , 35, 4, 31, 
2016/12/4, , 34, 4, 26, 
2016/12/5, , 37, 1, 33, 
2016/12/6, , 43, 6, 25, 
2016/12/7, , 32, 2, 31, 
2016/12/8, , 52, 10, 23, 
2016/12/9, , 20, 21, 16, 
2016/12/10, , 16, 26, 8, 
2016/12/11, , 10, 22, 17, 
2016/12/12, , 10, 11, 21, 
2016/12/13, , 30, 2, 26, 
2016/12/14, , 27, 13, 19, 
2016/12/15, , 22, 17, 20, 
2016/12/16, , 27, 3, 30, 
2016/12/17, , 49, 4, 19, 
2016/12/18, , 27, 7, 20, 
2016/12/19, , 27, 15, 12, 
2016/12/20, , 23, 10, 18, 
2016/12/21, , 32, 4, 15, 
2016/12/22, , 30, 3, 24, 
2016/12/23, , 29, 19, 12, 
2016/12/24, , 9, 25, 7, 
2016/12/25, , 4, 27, 7, 
2016/12/26, , 2, 27, 7, 
2016/12/27, , 10, 25, 9, 
2016/12/28, , 6, 13, 29, 
2016/12/29, , 13, 4, 20, 
2016/12/30, , 20, 4, 21, 
2016/12/31, , 30, , , 
2016/7/1, , 14, 20, 15, 
2016/7/2, , 11, 24, 10, 
2016/7/3, , 7, 26, 19, 
2016/7/4, , 12, 25, 18, 
2016/7/5, , 16, 26, 11, 
2016/7/6, , 11, 27, 16, 
2016/7/7, , 12, 30, 25, 
2016/7/8, , 16, 32, 12, 
2016/7/9, , 14, 29, 16, 
2016/7/10, , 13, 32, 20, 
2016/7/11, , 16, 26, 20, 
2016/7/12, , 19, 26, 21, 
2016/7/13, , 16, 22, 12, 
2016/7/14, , 12, 17, 13, 
2016/7/15, , 10, 35, 15, 
2016/7/16, , 14, 22, 10, 
2016/7/17, , 14, 25, 16, 
2016/7/18, , 16, 25, 20, 
2016/7/19, , 15, 25, 19, 
2016/7/20, , 13, 21, 24, 
2016/7/21, , 20, 35, 26, 
2016/7/22, , 25, 36, 20, 
2016/7/23, , 22, 31, 12, 
2016/7/24, , 20, 35, 25, 
2016/7/25, , 25, 33, 21, 
2016/7/26, , 27, 18, 24, 
2016/7/27, , 25, 26, 26, 
2016/7/28, , 25, 23, 20, 
2016/7/29, , 15, 24, 16, 
2016/7/30, , 12, 17, 16, 
2016/7/31, , 14, 23, 16, 
2016/8/1, , 12, 18, 21, 
2016/8/2, , 13, 13, 19, 
2016/8/3, , 10, 23, 18, 
2016/8/4, , 16, 18, 21, 
2016/8/5, , 19, 27, 14, 
2016/8/6, , 15, 29, 16, 
2016/8/7, , 16, 26, 22, 
2016/8/8, , 18, 21, 23, 
2016/8/9, , 23, 17, 22, 
2016/8/10, , 13, 17, 19, 
2016/8/11, , 13, 14, 21, 
2016/8/12, , 13, 21, 15, 
2016/8/16, , 18, 19, 23, 
2016/8/17, , 15, 23, 28, 
2016/8/18, , 20, 36, 29, 
2016/8/19, , 23, 30, 18, 
2016/8/20, , 20, 25, 13, 
2016/8/21, , 10, 20, 20, 
2016/8/22, , 13, 25, 23, 
2016/8/23, , 19, 26, 21, 
2016/8/24, , 15, 36, 18, 
2016/8/25, , 17, 44, 18, 
2016/8/26, , 19, 49, 18, 
2016/8/27, , 20, 51, 17, 
2016/8/28, , 23, 30, 18, 
2016/8/29, , 18, 26, 21, 
2016/8/30, , 15, 34, 20, 
2016/8/31, , 15, 34, 30, 
2016/9/1, , 23, 24, 35, 
2016/9/2, , 31, 35, 23, 
2016/9/3, , 25, 34, 14, 
2016/9/4, , 13, 18, 15, 
2016/9/5, , 10, 15, 22, 
2016/9/6, , 16, 27, 23, 
2016/9/7, , 19, 30, 28, 
2016/9/8, , 25, 37, 30, 
2016/9/9, , 29, 44, 24, 
2016/9/10, , 29, 46, 23, 
2016/9/11, , 27, 29, 39, 
2016/9/12, , 30, 38, 30, 
2016/9/13, , 32, 44, 25, 
2016/9/14, , 32, 36, 21, 
2016/9/15, , 19, 36, 26, 
2016/9/16, , 34, 22, 18, 
2016/9/17, , 32, 22, 14, 
2016/9/18, , 22, 12, 21, 
2016/9/19, , 24, 14, 25, 
2016/9/20, , 24, 13, 23, 
2016/9/21, , 22, 12, 25, 
2016/9/22, , 18, 19, 26, 
2016/9/23, , 21, 20, 24, 
2016/9/24, , 25, 30, 19, 
2016/9/25, , 20, 17, 26, 
2016/9/26, , 27, 16, 29, 
2016/9/27, , 33, 23, 22, 
2016/9/28, , 22, 21, 28, 
2016/9/29, , 13, 27, 24, 
2016/9/30, , 16, 17, 21, 
2016/4/1, , 17, , 14, 
2016/4/2, , 16, , 10, 
2016/4/3, , 20, , 28, 
2016/4/4, , 35, , 26, 
2016/4/5, , 36, , 22, 
2016/4/6, , 17, , 21, 
2016/4/7, , 18, , 25, 
2016/4/8, , 23, , 20, 
2016/4/9, , 21, , 14, 
2016/4/10, , 12, , 24, 
2016/4/11, , 28, , 23, 
2016/4/12, , 30, , 24, 
2016/4/13, , 16, , 19, 
2016/4/14, , 15, , 26, 
2016/4/15, , 16, , 21, 
2016/4/16, , 12, , 15, 
2016/4/17, , 11, , 21, 
2016/4/18, , 17, , 19, 
2016/4/19, , 20, , 15, 
2016/4/20, , 23, , 25, 
2016/4/21, , 28, , 22, 
2016/4/22, , 20, , 16, 
2016/4/23, , 16, , 15, 
2016/4/24, , 10, , 19, 
2016/4/25, , 13, , 20, 
2016/4/26, , 12, , 19, 
2016/4/27, , 15, , 20, 
2016/4/28, , 15, , 26, 
2016/4/29, , 19, , 18, 
2016/4/30, , 26, , 20, 
2016/5/1, , 41, , 27, 
2016/5/2, , 23, , 23, 
2016/5/3, , 30, , 15, 
2016/5/4, , 19, , 16, 
2016/5/5, , 19, , 17, 
2016/5/6, , 19, , 12, 
2016/5/7, , 20, , 11, 
2016/5/8, , 16, , 19, 
2016/5/9, , 18, , 19, 
2016/5/10, , 17, , 18, 
2016/5/11, , 20, , 24, 
2016/5/12, , 22, , 26, 
2016/5/13, , 20, , 11, 
2016/5/14, , 19, , 9, 
2016/5/15, , 11, , 6, 
2016/5/16, , 10, , , 
2016/5/21, , 16, , 10, 
2016/5/22, , 13, , 18, 
2016/5/23, , 18, , 14, 
2016/5/24, , 19, , 15, 
2016/5/25, , 24, , 22, 
2016/5/26, , 28, , 29, 
2016/5/27, , 25, , 22, 
2016/5/28, , 21, , 8, 
2016/5/29, , 18, , 22, 
2016/5/30, , 16, , 27, 
2016/5/31, , 15, , 29, 
2016/6/1, , 20, , 23, 
2016/6/2, , 13, , 25, 
2016/6/3, , 16, , 18, 
2016/6/4, , 19, , 18, 
2016/6/5, , 21, , 20, 
2016/6/6, , 15, , 28, 
2016/6/7, , 17, , 24, 
2016/6/8, , 20, 27, 15, 
2016/6/9, , 22, , 19, 
2016/6/10, , 23, , 28, 
2016/6/11, , 20, , 20, 
2016/6/12, , 16, , 24, 
2016/6/14, , 10, 14, 21, 
2016/6/15, , 10, 19, 21, 
2016/6/16, , 12, 21, 19, 
2016/6/17, , 10, 25, 13, 
2016/6/18, , 8, 35, 11, 
2016/6/19, , 11, 28, 18, 
2016/6/20, , 16, 23, 21, 
2016/6/21, , 15, 19, 25, 
2016/6/22, , 17, 41, 22, 
2016/6/23, , 17, 40, 28, 
2016/6/24, , 24, 23, 22, 
2016/6/25, , 29, 31, 10, 
2016/6/26, , 11, 28, 18, 
2016/6/27, , 12, 25, 19, 
2016/6/28, , 13, 23, 18, 
2016/6/29, , 12, 20, 22, 
2016/6/30, , 14, 21, 22, 
2016/1/4, , 37, , 21, 
2016/1/5, , 51, , 24, 
2016/1/6, , 80, , 25, 
2016/1/7, , 64, , 21, 
2016/1/8, , 17, , 20, 
2016/1/9, , 20, , 17, 
2016/1/10, , 23, , 31, 
2016/1/11, , 16, , 19, 
2016/1/12, , 9, , 15, 
2016/1/13, , 10, , 30, 
2016/1/14, , 24, , 26, 
2016/1/15, , 20, , 17, 
2016/1/16, , 21, , 13, 
2016/1/17, , 17, , 33, 
2016/1/18, , 26, , 36, 
2016/1/19, , 30, , 25, 
2016/1/20, , 24, , 29, 
2016/1/21, , 20, , 30, 
2016/1/22, , 24, , 20, 
2016/1/23, , 31, , 28, 
2016/1/24, , 22, , 29, 
2016/1/25, , 18, , 32, 
2016/1/26, , 21, , 18, 
2016/1/27, , 16, , 23, 
2016/1/28, , 23, , 29, 
2016/1/29, , 22, , 18, 
2016/1/30, , 10, , 13, 
2016/1/31, , 10, , 22, 
2016/2/1, , 11, , 14, 
2016/2/2, , 10, , 19, 
2016/2/3, , 15, , 16, 
2016/2/4, , 14, , 23, 
2016/2/5, , 14, , 16, 
2016/2/6, , 10, , 9, 
2016/2/7, , 15, , 18, 
2016/2/8, , 7, , 17, 
2016/2/9, , 10, , 19, 
2016/2/10, , 13, , 19, 
2016/2/11, , 12, , 29, 
2016/2/12, , 25, , 18, 
2016/2/13, , 18, , 18, 
2016/2/14, , 13, , 15, 
2016/2/15, , 19, , 19, 
2016/2/16, , 20, , 29, 
2016/2/17, , 22, , 30, 
2016/2/18, , 29, , 24, 
2016/2/19, , 30, , 17, 
2016/2/20, , 10, , 12, 
2016/2/21, , 4, , 16, 
2016/2/22, , 6, , 14, 
2016/2/23, , 13, , 25, 
2016/2/24, , 14, , 26, 
2016/2/25, , 23, , 26, 
2016/2/26, , 24, , 19, 
2016/2/27, , 23, , 23, 
2016/2/28, , 42, , 24, 
2016/2/29, , 26, , 24, 
2016/3/1, , 28, , 29, 
2016/3/2, , 16, , 28, 
2016/3/3, , 16, , 25, 
2016/3/4, , 20, , 9, 
2016/3/7, , 25, , , 
2016/3/8, , 36, , 14, 
2016/3/9, , 24, , 24, 
2016/3/10, , 47, , 24, 
2016/3/11, , 33, , 17, 
2016/3/12, , 20, , 12, 
2016/3/13, , 22, , 26, 
2016/3/14, , 30, , 22, 
2016/3/15, , 20, , 21, 
2016/3/16, , 31, , 34, 
2016/3/17, , 42, , 22, 
2016/3/18, , 31, , 16, 
2016/3/19, , 15, , 13, 
2016/3/20, , 12, , 17, 
2016/3/21, , 15, , 18, 
2016/3/22, , 16, , 19, 
2016/3/23, , 17, , 23, 
2016/3/24, , 28, , 18, 
2016/3/25, , 18, , 20, 
2016/3/26, , 19, , 10, 
2016/3/27, , 12, , 16, 
2016/3/28, , 9, , 17, 
2016/3/29, , 14, , 21, 
2016/3/30, , 15, , 23, 
2016/3/31, , 17, , 29, 
2015/10/1, , 31, , 31, 
2015/10/2, , 30, , 18, 
2015/10/3, , 27, , 23, 
2015/10/4, , 29, , 35, 
2015/10/5, , 35, , 22, 
2015/10/6, , 31, , 20, 
2015/10/7, , 22, , 19, 
2015/10/8, , 14, , 26, 
2015/10/9, , 37, , 21, 
2015/10/10, , 35, , 16, 
2015/10/11, , 30, , 27, 
2015/10/12, , 40, , 19, 
2015/10/13, , 38, , 23, 
2015/10/14, , 28, , 28, 
2015/10/15, , 26, , 21, 
2015/10/16, , 21, , 22, 
2015/10/17, , 20, , 19, 
2015/10/18, , 21, , 22, 
2015/10/19, , 30, , 19, 
2015/10/20, , 22, , 22, 
2015/10/21, , 28, , 25, 
2015/10/22, , 24, , 22, 
2015/10/23, , 25, , 20, 
2015/10/24, , 25, , 18, 
2015/10/25, , 22, , 25, 
2015/10/26, , 23, , 17, 
2015/10/27, , 25, , 20, 
2015/10/28, , 32, , 27, 
2015/10/29, , 43, , 25, 
2015/10/30, , 46, , 12, 
2015/10/31, , 24, , 14, 
2015/11/1, , 22, , 24, 
2015/11/2, , 30, , 27, 
2015/11/3, , 46, , 35, 
2015/11/4, , 56, , 40, 
2015/11/5, , 50, , 30, 
2015/11/6, , 51, , 24, 
2015/11/7, , 13, , 18, 
2015/11/8, , 12, , 16, 
2015/11/9, , 13, , 13, 
2015/11/10, , 14, , 20, 
2015/11/11, , 14, , 21, 
2015/11/12, , 16, , 24, 
2015/11/13, , 19, , 13, 
2015/11/14, , 10, , 8, 
2015/11/15, , 4, , 18, 
2015/11/16, , 15, , 19, 
2015/11/17, , 10, , 9, 
2015/11/18, , 10, , 16, 
2015/11/19, , 11, , 22, 
2015/11/20, , 10, , 17, 
2015/11/21, , 10, , 14, 
2015/11/22, , 11, , 20, 
2015/11/23, , 13, , 28, 
2015/11/24, , 20, , 28, 
2015/11/25, , 31, , 23, 
2015/11/26, , 17, , 34, 
2015/11/27, , 30, , 19, 
2015/11/28, , 14, , 10, 
2015/11/29, , 5, , 18, 
2015/11/30, , 12, , 16, 
2015/12/1, , 13, , 21, 
2015/12/2, , 17, , 36, 
2015/12/3, , 33, , 24, 
2015/12/4, , 20, , 27, 
2015/12/5, , 20, , 17, 
2015/12/6, , 12, , 23, 
2015/12/7, , 23, , 19, 
2015/12/8, , 20, , 23, 
2015/12/9, , 19, , 26, 
2015/12/10, , 26, , 23, 
2015/12/11, , 16, , 22, 
2015/12/12, , 15, , 11, 
2015/12/13, , 8, , 24, 
2015/12/14, , 17, , 30, 
2015/12/15, , 45, , 21, 
2015/12/16, , 30, , 25, 
2015/12/17, , 20, , 25, 
2015/12/18, , 13, , 26, 
2015/12/19, , 20, , 12, 
2015/12/20, , 14, , 19, 
2015/12/21, , 15, , 10, 
2015/12/22, , 13, , , 
2015/12/23, , 15, , , 
2015/12/24, , 13, , , 
2015/12/25, , 14, , , 
2015/12/26, , 10, , , 
2015/12/27, , 28, , 29, 
2015/12/28, , 55, , 16, 
2015/12/29, , 21, , 14, 
2015/12/30, , 20, , , 
2016/1/1, , 40, , , 
2016/1/2, , 37, , 9, 
2016/1/3, , 44, , 13, 
2015/7/1, , 22, , 21, 
2015/7/2, , 21, , 30, 
2015/7/3, , 30, , 22, 
2015/7/4, , 26, , 20, 
2015/7/5, , 24, , 21, 
2015/7/6, , 17, , 33, 
2015/7/7, , 25, , 18, 
2015/7/8, , 13, , 17, 
2015/7/9, , 14, , 17, 
2015/7/10, , 18, , 23, 
2015/7/11, , 21, , 19, 
2015/7/12, , 19, , 17, 
2015/7/13, , 14, , 17, 
2015/7/14, , 12, , 20, 
2015/7/15, , 16, , 25, 
2015/7/16, , 20, , 37, 
2015/7/17, , 24, , 21, 
2015/7/18, , 22, , 13, 
2015/7/19, , 15, , 19, 
2015/7/20, , 16, , 19, 
2015/7/21, , 14, , 24, 
2015/7/22, , 22, , 21, 
2015/7/23, , 18, , 21, 
2015/7/24, , 20, , 17, 
2015/7/25, , 15, , 12, 
2015/7/26, , 12, , 21, 
2015/7/27, , 17, , 17, 
2015/7/28, , 12, , 19, 
2015/7/29, , 15, , 17, 
2015/7/30, , 24, , 23, 
2015/7/31, , 28, , 25, 
2015/8/1, , 24, , 24, 
2015/8/2, , 25, , 31, 
2015/8/3, , 25, , 31, 
2015/8/4, , 28, , 22, 
2015/8/5, , 19, , 37, 
2015/8/6, , 26, , 37, 
2015/8/7, , 27, , 20, 
2015/8/8, , 28, , 17, 
2015/8/9, , 17, , 25, 
2015/8/10, , 30, , 33, 
2015/8/11, , 39, , 24, 
2015/8/12, , 25, , 22, 
2015/8/13, , 27, , 30, 
2015/8/14, , 34, , 30, 
2015/8/15, , 19, , 25, 
2015/8/16, , 20, , 22, 
2015/8/17, , 13, , 20, 
2015/8/18, , 8, , 18, 
2015/8/19, , 12, , 27, 
2015/8/20, , 24, , 31, 
2015/8/21, , 30, , 25, 
2015/8/22, , 31, , 14, 
2015/8/23, , 21, , 16, 
2015/8/24, , 24, , 19, 
2015/8/25, , 10, , 27, 
2015/8/26, , 16, , 27, 
2015/8/27, , 19, , 27, 
2015/8/28, , 20, , 23, 
2015/8/29, , 19, , 22, 
2015/8/30, , 22, , 37, 
2015/8/31, , 27, , 31, 
2015/9/1, , 24, , 22, 
2015/9/2, , 13, , 29, 
2015/9/3, , 13, , 25, 
2015/9/4, , 13, , 14, 
2015/9/5, , 9, , 8, 
2015/9/6, , 9, , 17, 
2015/9/7, , 12, , 20, 
2015/9/8, , 19, , 24, 
2015/9/9, , 14, , 30, 
2015/9/10, , 20, , 25, 
2015/9/11, , 20, , 14, 
2015/9/12, , 17, , 9, 
2015/9/13, , 15, , 24, 
2015/9/14, , 24, , 31, 
2015/9/15, , 17, , 26, 
2015/9/16, , 18, , 22, 
2015/9/17, , 17, , 28, 
2015/9/18, , 16, , 20, 
2015/9/19, , 12, , 12, 
2015/9/20, , 8, , 27, 
2015/9/21, , 16, , 24, 
2015/9/22, , 20, , 30, 
2015/9/23, , 20, , 29, 
2015/9/24, , 23, , 23, 
2015/9/25, , 24, , 20, 
2015/9/26, , 20, , 18, 
2015/9/27, , 17, , 30, 
2015/9/28, , 24, , 27, 
2015/9/29, , 24, , 31, 
2015/9/30, , 30, , 31, 
2015/4/1, , 11, , 15, 
2015/4/2, , 8, , 10, 
2015/4/3, , 12, , 17, 
2015/4/4, , 17, , 14, 
2015/4/5, , 16, , 17, 
2015/4/6, , 17, , 20, 
2015/4/7, , 20, , 17, 
2015/4/8, , 20, , 24, 
2015/4/9, , 20, , 29, 
2015/4/10, , 29, , 17, 
2015/4/11, , 22, , 14, 
2015/4/12, , 10, , 12, 
2015/4/13, , 13, , 21, 
2015/4/14, , 22, , 19, 
2015/4/15, , 21, , 18, 
2015/4/16, , 21, , 16, 
2015/4/17, , 19, , 14, 
2015/4/18, , 14, , 20, 
2015/4/19, , 16, , 18, 
2015/4/20, , 18, , 16, 
2015/4/21, , 21, , 18, 
2015/4/22, , 20, , 24, 
2015/4/23, , 28, , , 
2015/4/24, , 28, , , 
2015/4/25, , 23, , , 
2015/4/26, , 12, , 13, 
2015/4/27, , 14, , 18, 
2015/4/28, , 12, , 22, 
2015/4/29, , 19, , 26, 
2015/4/30, , 22, , 14, 
2015/5/1, , 13, , 20, 
2015/5/2, , 20, , 12, 
2015/5/3, , 16, , 25, 
2015/5/4, , 17, , 22, 
2015/5/7, , 21, , 30, 
2015/5/8, , 22, , 20, 
2015/5/9, , 19, , 11, 
2015/5/10, , 15, , 26, 
2015/5/11, , 20, , 28, 
2015/5/12, , 22, , 24, 
2015/5/13, , 20, , 15, 
2015/5/14, , 15, , 22, 
2015/5/15, , 19, , 15, 
2015/5/16, , 19, , 10, 
2015/5/17, , 17, , 23, 
2015/5/18, , 25, , 29, 
2015/5/19, , 20, , 33, 
2015/5/20, , 25, , 23, 
2015/5/21, , 20, , 30, 
2015/5/22, , 23, , 23, 
2015/5/23, , 22, , 14, 
2015/5/24, , 13, , 15, 
2015/5/25, , 16, , 15, 
2015/5/26, , 12, , 16, 
2015/5/27, , 18, , 26, 
2015/5/28, , 20, , 29, 
2015/5/29, , 17, , 14, 
2015/5/30, , 10, , 17, 
2015/5/31, , 12, , 23, 
2015/6/1, , 15, , 25, 
2015/6/2, , 14, , 21, 
2015/6/3, , 19, , 27, 
2015/6/4, , 27, , 24, 
2015/6/5, , 21, , 19, 
2015/6/6, , 20, , 14, 
2015/6/7, , 13, , 28, 
2015/6/8, , 18, , 25, 
2015/6/9, , 17, , 24, 
2015/6/10, , 16, , 30, 
2015/6/11, , 22, , 34, 
2015/6/12, , 26, , 27, 
2015/6/13, , 22, , 16, 
2015/6/14, , 12, , 22, 
2015/6/15, , 14, , 22, 
2015/6/16, , 20, , 25, 
2015/6/17, , 20, , 27, 
2015/6/18, , 19, , 18, 
2015/6/19, , 15, , 13, 
2015/6/20, , 10, , 13, 
2015/6/21, , 12, , 21, 
2015/6/22, , 12, , 19, 
2015/6/23, , 13, , 16, 
2015/6/24, , 15, , 24, 
2015/6/25, , 20, , 32, 
2015/6/26, , 24, , 22, 
2015/6/27, , 16, , 10, 
2015/6/28, , 11, , 26, 
2015/6/29, , 20, , 28, 
2015/6/30, , 24, , 26, 
2015/1/1, , 45, , 18, 
2015/1/2, , 9, , 14, 
2015/1/3, , 12, , 5, 
2015/1/4, , 11, , 15, 
2015/1/5, , 11, , 25, 
2015/1/6, , 18, , 32, 
2015/1/7, , 24, , 36, 
2015/1/8, , 18, , 15, 
2015/1/9, , 12, , 8, 
2015/1/10, , 7, , 7, 
2015/1/11, , 16, , 17, 
2015/1/12, , 14, , 23, 
2015/1/13, , 13, , 26, 
2015/1/14, , 18, , 21, 
2015/1/15, , 14, , 27, 
2015/1/16, , 29, , 25, 
2015/1/17, , 23, , 28, 
2015/1/18, , 25, , 33, 
2015/1/19, , 25, , 32, 
2015/1/20, , 27, , 35, 
2015/1/21, , 29, , 36, 
2015/1/22, , 39, , 31, 
2015/1/23, , 22, , 21, 
2015/1/24, , 20, , 13, 
2015/1/25, , 20, , 44, 
2015/1/26, , 21, , 23, 
2015/1/27, , 13, , 31, 
2015/1/28, , 20, , 27, 
2015/1/29, , 20, , 25, 
2015/1/30, , 25, , 20, 
2015/1/31, , 16, , 20, 
2015/2/1, , 21, , 23, 
2015/2/2, , 26, , 25, 
2015/2/3, , 22, , 27, 
2015/2/4, , 17, , 27, 
2015/2/5, , 30, , 22, 
2015/2/6, , 47, , 16, 
2015/2/7, , 30, , 7, 
2015/2/8, , 14, , 14, 
2015/2/9, , 10, , 19, 
2015/2/10, , 10, , 35, 
2015/2/11, , 30, , 24, 
2015/2/12, , 30, , 29, 
2015/2/13, , 29, , 11, 
2015/2/14, , 38, , 26, 
2015/2/15, , 41, , 39, 
2015/2/16, , 61, , 21, 
2015/2/17, , 46, , 43, 
2015/2/18, , 40, , 38, 
2015/2/19, , 40, , 36, 
2015/2/20, , 30, , 22, 
2015/2/21, , 24, , 26, 
2015/2/22, , 20, , 37, 
2015/2/23, , 21, , 34, 
2015/2/24, , 23, , 41, 
2015/2/25, , 38, , 48, 
2015/2/26, , 35, , 37, 
2015/2/27, , 37, , 46, 
2015/2/28, , 25, , 18, 
2015/3/1, , 11, , 19, 
2015/3/2, , 14, , 21, 
2015/3/3, , 24, , 20, 
2015/3/4, , 18, , 16, 
2015/3/5, , 13, , 31, 
2015/3/6, , 28, , 31, 
2015/3/7, , 26, , 17, 
2015/3/8, , 23, , 35, 
2015/3/9, , 29, , 20, 
2015/3/10, , 24, , , 
2015/3/11, , 21, , 22, 
2015/3/12, , 19, , 24, 
2015/3/13, , 28, , 22, 
2015/3/14, , 22, , 9, 
2015/3/15, , 18, , 8, 
2015/3/16, , 26, , 16, 
2015/3/17, , 34, , 27, 
2015/3/18, , 46, , 23, 
2015/3/19, , 49, , , 
2015/3/20, , 54, , , 
2015/3/21, , 34, , , 
2015/3/22, , 11, , 39, 
2015/3/23, , 31, , 22, 
2015/3/24, , 34, , 20, 
2015/3/25, , 32, , 21, 
2015/3/26, , 38, , 19, 
2015/3/27, , 15, , 17, 
2015/3/28, , 15, , 10, 
2015/3/29, , 5, , 11, 
2015/3/30, , 10, , 11, 
2015/3/31, , 9, , 12, 
2014/10/1, , 27, , 41, 
2014/10/2, , 31, , 21, 
2014/10/3, , 20, , 21, 
2014/10/4, , 23, , 15, 
2014/10/5, , 26, , 26, 
2014/10/6, , 30, , 15, 
2014/10/7, , 34, , 21, 
2014/10/8, , 26, , 14, 
2014/10/9, , 20, , 32, 
2014/10/10, , 28, , 25, 
2014/10/11, , 28, , 21, 
2014/10/12, , 11, , 20, 
2014/10/13, , 20, , 36, 
2014/10/14, , 20, , 34, 
2014/10/15, , 20, , 33, 
2014/10/16, , 17, , 32, 
2014/10/17, , 22, , 28, 
2014/10/18, , 17, , 15, 
2014/10/19, , 13, , 23, 
2014/10/20, , 13, , 27, 
2014/10/21, , 17, , 20, 
2014/10/22, , 10, , 29, 
2014/10/23, , 30, , 29, 
2014/10/24, , 25, , 15, 
2014/10/25, , 22, , 14, 
2014/10/26, , 29, , 20, 
2014/10/27, , 22, , 15, 
2014/10/28, , 25, , 27, 
