date,city,pm25,pm10
2019-11-07,"berlin,-germany", , 21
2019-11-07,"dresden-bergstraße,-germany", , 15
2019-11-07,"stuttgart-bad-cannstatt, germany", 21, 8
2019-11-07,"potsdam-zentrum,-germany", 39, 15
2019-11-07,"kiel-bahnhofstr.-verk., schleswig-holstein, germany", 46, 19
2019-11-07,munich, , 19
2019-11-07,"frankfurt-schwanheim,-germany", 20, 9
2019-11-07,"hannover,-germany",, 9
2019-11-08,munich, , 23
2019-11-08,"berlin,-germany", , 28
2019-11-08,"kiel-bahnhofstr.-verk., schleswig-holstein, germany", 55, 27
2019-11-08,"dresden-bergstraße,-germany", , 20
2019-11-08,"potsdam-zentrum,-germany", 47, 18
2019-11-08,"stuttgart-bad-cannstatt, germany", 21, 5
2019-11-08,"sternschanze,-hamburg, germany", 39, 17
2019-11-08,"hannover,-germany",, 5
2019-11-08,"frankfurt-schwanheim,-germany", 21, 10
2019-11-09,"frankfurt-schwanheim,-germany", 32, 13
2019-11-09,"dresden-bergstraße,-germany", , 14
2019-11-09,"hannover,-germany",, 10
2019-11-09,"berlin,-germany", , 30
2019-11-09,"kiel-bahnhofstr.-verk., schleswig-holstein, germany", 68, 29
2019-11-09,"sternschanze,-hamburg, germany", 42, 22
2019-11-09,munich, , 15
2019-11-09,"stuttgart-bad-cannstatt, germany", 17, 12
2019-11-09,"potsdam-zentrum,-germany", 61, 16
2019-11-10,"stuttgart-bad-cannstatt, germany", 43, 15
2019-11-10,"dresden-bergstraße,-germany", , 16
2019-11-10,"hannover,-germany",, 11
2019-11-10,"kiel-bahnhofstr.-verk., schleswig-holstein, germany", 76, 25
2019-11-10,munich, , 15
2019-11-10,"frankfurt-schwanheim,-germany", 49, 13
2019-11-10,"berlin,-germany", , 28
2019-11-10,"sternschanze,-hamburg, germany", 64, 17
2019-11-10,"potsdam-zentrum,-germany", 54, 18
2019-11-11,"stuttgart-bad-cannstatt, germany", 55, 14
2019-11-11,"dresden-bergstraße,-germany", , 15
2019-11-11,"kiel-bahnhofstr.-verk., schleswig-holstein, germany", 70, 23
2019-11-11,"sternschanze,-hamburg, germany", 58, 12
2019-11-11,munich, , 16
2019-11-11,"frankfurt-schwanheim,-germany", 51, 10
2019-11-11,"potsdam-zentrum,-germany", 61, 15
2019-11-11,"hannover,-germany",, 10
2019-11-11,"berlin,-germany", , 26
2019-11-12,"sternschanze,-hamburg, germany", 43, 9
2019-11-12,"stuttgart-bad-cannstatt, germany", 41, 10
2019-11-12,munich, , 17
2019-11-12,"hannover,-germany",, 6
2019-11-12,"potsdam-zentrum,-germany", 58, 17
2019-11-12,"dresden-bergstraße,-germany", , 15
2019-11-12,"kiel-bahnhofstr.-verk., schleswig-holstein, germany", 62, 18
2019-11-12,"frankfurt-schwanheim,-germany", 33, 8
2019-11-12,"berlin,-germany", , 27
2019-11-13,munich, , 19
2019-11-13,"stuttgart-bad-cannstatt, germany", 25, 11
2019-11-13,"kiel-bahnhofstr.-verk., schleswig-holstein, germany", 48, 23
2019-11-13,"hannover,-germany",, 6
2019-11-13,"sternschanze,-hamburg, germany", 24, 16
2019-11-13,"frankfurt-schwanheim,-germany", 27, 11
2019-11-13,"potsdam-zentrum,-germany", 57, 15
2019-11-13,"dresden-bergstraße,-germany", , 13
2019-11-13,"berlin,-germany", , 33
2019-11-14,"dresden-bergstraße,-germany", , 16
2019-11-14,munich, , 16
2019-11-14,"sternschanze,-hamburg, germany", 52, 18
2019-11-14,"kiel-bahnhofstr.-verk., schleswig-holstein, germany", 62, 23
2019-11-14,"potsdam-zentrum,-germany", , 21
2019-11-14,"frankfurt-schwanheim,-germany", 35, 17
2019-11-14,"stuttgart-bad-cannstatt, germany", 30, 18
2019-11-14,"berlin,-germany", , 29
2019-11-14,"hannover,-germany",, 10
2019-11-15,"frankfurt-schwanheim,-germany", 57, 19
2019-11-15,"dresden-bergstraße,-germany", , 12
2019-11-15,"kiel-bahnhofstr.-verk., schleswig-holstein, germany", 64, 28
2019-11-15,"potsdam-zentrum,-germany", 68, 23
2019-11-15,"hannover,-germany",, 58
2019-11-15,munich, , 29
2019-11-15,"sternschanze,-hamburg, germany", 61, 23
2019-11-15,"berlin,-germany", , 35
2019-11-15,"stuttgart-bad-cannstatt, germany", 55, 25
2019-11-16,"potsdam-zentrum,-germany", 74, 20
2019-11-16,"dresden-bergstraße,-germany", , 15
2019-11-16,"kiel-bahnhofstr.-verk., schleswig-holstein, germany", 76, 23
2019-11-16,munich, , 31
2019-11-16,"stuttgart-bad-cannstatt, germany", 72, 21
2019-11-16,"hannover,-germany",, 87
2019-11-16,"berlin,-germany", , 31
2019-11-16,"sternschanze,-hamburg, germany", 70, 16
2019-11-16,"frankfurt-schwanheim,-germany", 61, 15
2019-11-17,"kiel-bahnhofstr.-verk., schleswig-holstein, germany", 67, 22
2019-11-17,"stuttgart-bad-cannstatt, germany", 70, 11
2019-11-17,"berlin,-germany", , 29
2019-11-17,"frankfurt-schwanheim,-germany", 54, 9
2019-11-17,munich, , 23
2019-11-17,"hannover,-germany",, 
2019-11-17,"sternschanze,-hamburg, germany", 54, 19
2019-11-17,"dresden-bergstraße,-germany", , 21
2019-11-17,"potsdam-zentrum,-germany", 67, 21
2019-11-18,"frankfurt-schwanheim,-germany", 36, 8
2019-11-18,"dresden-bergstraße,-germany", , 16
2019-11-18,"potsdam-zentrum,-germany", 69, 10
2019-11-18,"kiel-bahnhofstr.-verk., schleswig-holstein, germany", 66, 24
2019-11-18,"stuttgart-bad-cannstatt, germany", 40, 9
2019-11-18,"hannover,-germany",, 
2019-11-18,"sternschanze,-hamburg, germany", 60, 11
2019-11-18,"berlin,-germany", , 30
2019-11-18,munich, , 15
2019-11-19,"potsdam-zentrum,-germany", 38, 10
2019-11-19,"sternschanze,-hamburg, germany", 31, 19
2019-11-19,"frankfurt-schwanheim,-germany", 26, 14
2019-11-19,"hannover,-germany",, 2
2019-11-19,munich, , 31
2019-11-19,"stuttgart-bad-cannstatt, germany", 23, 14
2019-11-19,"dresden-bergstraße,-germany", , 17
2019-11-19,"kiel-bahnhofstr.-verk., schleswig-holstein, germany", 68, 23
2019-11-19,"berlin,-germany", , 19
2019-11-20,"kiel-bahnhofstr.-verk., schleswig-holstein, germany", 65, 
2019-11-20,"hannover,-germany",, 14
2019-11-20,"dresden-bergstraße,-germany", , 10
2019-11-20,munich, , 31
2019-11-20,"potsdam-zentrum,-germany", 33, 32
2019-11-20,"sternschanze,-hamburg, germany", 50, 16
2019-11-20,"berlin,-germany", , 24
2019-11-20,"frankfurt-schwanheim,-germany", 44, 20
2019-11-20,"stuttgart-bad-cannstatt, germany", 47, 21
2019-11-21,"hannover,-germany",, 16
2019-11-21,"berlin,-germany", , 45
2019-11-21,"sternschanze,-hamburg, germany", 50, 19
2019-11-21,munich, , 40
2019-11-21,"dresden-bergstraße,-germany", , 33
2019-11-21,"stuttgart-bad-cannstatt, germany", 62, 28
2019-11-21,"frankfurt-schwanheim,-germany", 61, 22
2019-11-21,"potsdam-zentrum,-germany", , 21
2019-11-22,"hannover,-germany",, 13
2019-11-22,"sternschanze,-hamburg, germany", 58, 20
2019-11-22,"berlin,-germany", , 35
2019-11-22,"frankfurt-schwanheim,-germany", 70, 13
2019-11-22,munich, , 18
2019-11-22,"dresden-bergstraße,-germany", , 17
2019-11-22,"potsdam-zentrum,-germany", 67, 27
2019-11-22,"stuttgart-bad-cannstatt, germany", 77, 20
2019-11-23,"sternschanze,-hamburg, germany", 65, 26
2019-11-23,munich, , 13
2019-11-23,"stuttgart-bad-cannstatt, germany", 61, 26
2019-11-23,"potsdam-zentrum,-germany", 82, 30
2019-11-23,"frankfurt-schwanheim,-germany", 47, 19
2019-11-23,"berlin,-germany", , 39
2019-11-23,"dresden-bergstraße,-germany", , 11
2019-11-23,"hannover,-germany",, 15
2019-11-24,"frankfurt-schwanheim,-germany", 64, 31
2019-11-24,"hannover,-germany",, 22
2019-11-24,"stuttgart-bad-cannstatt, germany", 74, 29
2019-11-24,"sternschanze,-hamburg, germany", 77, 33
2019-11-24,"potsdam-zentrum,-germany", 92, 35
2019-11-24,munich, , 26
2019-11-24,"dresden-bergstraße,-germany", , 20
2019-11-24,"berlin,-germany", , 42
2019-11-25,"berlin,-germany", , 49
2019-11-25,"frankfurt-schwanheim,-germany", 90, 23
2019-11-25,munich, , 35
2019-11-25,"hannover,-germany",, 24
2019-11-25,"dresden-bergstraße,-germany", , 27
2019-11-25,"sternschanze,-hamburg, germany", 86, 29
2019-11-25,"potsdam-zentrum,-germany", 100, 21
2019-11-25,"stuttgart-bad-cannstatt, germany", 83, 26
2019-11-26,"frankfurt-schwanheim,-germany", 67, 10
2019-11-26,"potsdam-zentrum,-germany", 66, 12
2019-11-26,"berlin,-germany", , 39
2019-11-26,"sternschanze,-hamburg, germany", 74, 16
2019-11-26,"hannover,-germany",, 14
2019-11-26,"stuttgart-bad-cannstatt, germany", 75, 21
2019-11-26,"dresden-bergstraße,-germany", , 19
2019-11-26,munich, , 28
2019-11-27,"dresden-bergstraße,-germany", , 12
2019-11-27,"potsdam-zentrum,-germany", 45, 4
2019-11-27,"hannover,-germany",, 9
2019-11-27,"stuttgart-bad-cannstatt, germany", 59, 6
2019-11-27,"berlin,-germany", , 23
2019-11-27,munich, , 22
2019-11-27,"sternschanze,-hamburg, germany", 52, 9
2019-11-27,"frankfurt-schwanheim,-germany", 31, 3
2019-11-28,"dresden-bergstraße,-germany", , 10
2019-11-28,"potsdam-zentrum,-germany", 14, 6
2019-11-28,"hannover,-germany",, 5
2019-11-28,"sternschanze,-hamburg, germany", 27, 7
2019-11-28,munich, , 16
2019-11-28,"berlin,-germany", , 13
2019-11-28,"frankfurt-schwanheim,-germany", 7, 9
2019-11-28,"stuttgart-bad-cannstatt, germany", 13, 4
2019-11-29,"frankfurt-schwanheim,-germany", 21, 13
2019-11-29,"hannover,-germany",, 7
2019-11-29,"dresden-bergstraße,-germany", , 7
2019-11-29,"sternschanze,-hamburg, germany", 10, 10
2019-11-29,"stuttgart-bad-cannstatt, germany", 8, 9
2019-11-29,"berlin,-germany", , 13
2019-11-29,munich, , 16
2019-11-29,"potsdam-zentrum,-germany", 18, 11
2019-11-30,"dresden-bergstraße,-germany", , 12
2019-11-30,"stuttgart-bad-cannstatt, germany", 28, 13
2019-11-30,"potsdam-zentrum,-germany", 43, 21
2019-11-30,munich, , 19
2019-11-30,"sternschanze,-hamburg, germany", 21, 16
2019-11-30,"frankfurt-schwanheim,-germany", 39, 11
2019-11-30,"berlin,-germany", , 19
2019-11-30,"hannover,-germany",, 10
2019-12-01,"frankfurt-schwanheim,-germany", 40, 10
2019-12-01,"sternschanze,-hamburg, germany", 46, 18
2019-12-01,"stuttgart-bad-cannstatt, germany", 46, 14
2019-12-01,"berlin,-germany", , 31
2019-12-01,"hannover,-germany",, 17
2019-12-01,munich, , 19
2019-12-01,"dresden-bergstraße,-germany", , 16
2019-12-01,"potsdam-zentrum,-germany", 71, 12
2019-12-02,"stuttgart-bad-cannstatt, germany", 51, 19
2019-12-02,"berlin,-germany", , 19
2019-12-02,"frankfurt-schwanheim,-germany", 35, 18
2019-12-02,"dresden-bergstraße,-germany", , 18
2019-12-02,"hannover,-germany",, 12
2019-12-02,"potsdam-zentrum,-germany", 48, 11
2019-12-02,munich, , 35
2019-12-02,"sternschanze,-hamburg, germany", 57, 9
2019-12-03,munich, , 28
2019-12-03,"dresden-bergstraße,-germany", , 19
2019-12-03,"sternschanze,-hamburg, germany", 27, 26
2019-12-03,"hannover,-germany",, 9
2019-12-03,"stuttgart-bad-cannstatt, germany", 56, 22
2019-12-03,"potsdam-zentrum,-germany", 42, 15
2019-12-03,"berlin,-germany", , 22
2019-12-03,"frankfurt-schwanheim,-germany", 59, 15
2019-12-04,"stuttgart-bad-cannstatt, germany", 64, 30
2019-12-04,"berlin,-germany", , 32
2019-12-04,"hannover,-germany",, 12
2019-12-04,"dresden-bergstraße,-germany", , 18
2019-12-04,"frankfurt-schwanheim,-germany", 53, 25
2019-12-04,"sternschanze,-hamburg, germany", 74, 29
2019-12-04,munich, , 28
2019-12-04,"potsdam-zentrum,-germany", 56, 22
2019-12-05,"hannover,-germany",, 14
2019-12-05,"potsdam-zentrum,-germany", 71, 17
2019-12-05,"stuttgart-bad-cannstatt, germany", 81, 35
2019-12-05,munich, , 44
2019-12-05,"dresden-bergstraße,-germany", , 30
2019-12-05,"berlin,-germany", , 37
2019-12-05,"sternschanze,-hamburg, germany", 83, 26
2019-12-05,"frankfurt-schwanheim,-germany", 79, 23
2019-12-06,"hannover,-germany",, 13
2019-12-06,"stuttgart-bad-cannstatt, germany", 86, 19
2019-12-06,"berlin,-germany", , 28
2019-12-06,"sternschanze,-hamburg, germany", , 8
2019-12-06,"potsdam-zentrum,-germany", 61, 6
2019-12-06,"dresden-bergstraße,-germany", , 26
2019-12-06,"frankfurt-schwanheim,-germany", 74, 5
2019-12-06,munich, , 50
2019-12-07,"berlin,-germany", , 11
2019-12-07,"sternschanze,-hamburg, germany", 29, 8
2019-12-07,"dresden-bergstraße,-germany", , 8
2019-12-07,"potsdam-zentrum,-germany", 25, 4
2019-12-07,munich, , 27
2019-12-07,"hannover,-germany",, 5
2019-12-07,"frankfurt-schwanheim,-germany", 16, 3
2019-12-07,"stuttgart-bad-cannstatt, germany", 50, 5
2019-12-08,"berlin,-germany", , 11
2019-12-08,"sternschanze,-hamburg, germany", 23, 9
2019-12-08,"stuttgart-bad-cannstatt, germany", 16, 3
2019-12-08,"frankfurt-schwanheim,-germany", 11, 4
2019-12-08,"potsdam-zentrum,-germany", 17, 5
2019-12-08,munich, , 21
2019-12-08,"dresden-bergstraße,-germany", , 4
2019-12-08,"hannover,-germany",, 6
2019-12-09,"berlin,-germany", , 16
2019-12-09,"frankfurt-schwanheim,-germany", 12, 15
2019-12-09,"stuttgart-bad-cannstatt, germany", 9, 9
2019-12-09,"sternschanze,-hamburg, germany", 22, 
2019-12-09,"hannover,-germany",, 8
2019-12-09,"potsdam-zentrum,-germany", 17, 9
2019-12-09,munich, , 20
2019-12-09,"dresden-bergstraße,-germany", , 9
2019-12-10,"berlin,-germany", , 22
2019-12-10,"frankfurt-schwanheim,-germany", 41, 11
2019-12-10,"potsdam-zentrum,-germany", 32, 10
2019-12-10,"stuttgart-bad-cannstatt, germany", 23, 20
2019-12-10,"hannover,-germany",, 12
2019-12-10,"sternschanze,-hamburg, germany", 25, 10
2019-12-10,munich, , 29
2019-12-10,"dresden-bergstraße,-germany", , 16
2019-12-11,"kiel-bahnhofstr.-verk., schleswig-holstein, germany", , 25
2019-12-11,"berlin,-germany", , 35
2019-12-11,"dresden-bergstraße,-germany", , 17
2019-12-11,"potsdam-zentrum,-germany", 33, 12
2019-12-11,"frankfurt-schwanheim,-germany", 39, 9
2019-12-11,"sternschanze,-hamburg, germany", 25, 17
2019-12-11,munich, , 30
2019-12-11,"stuttgart-bad-cannstatt, germany", 52, 10
2019-12-11,"hannover,-germany",, 11
2019-12-12,"kiel-bahnhofstr.-verk., schleswig-holstein, germany", 70, 19
2019-12-12,"sternschanze,-hamburg, germany", 51, 13
2019-12-12,munich, , 17
2019-12-12,"hannover,-germany",, 9
2019-12-12,"potsdam-zentrum,-germany", 48, 17
2019-12-12,"stuttgart-bad-cannstatt, germany", 31, 7
2019-12-12,"frankfurt-schwanheim,-germany", 35, 4
2019-12-12,"berlin,-germany", , 27
2019-12-12,"dresden-bergstraße,-germany", , 26
2019-12-13,"sternschanze,-hamburg, germany", 45, 17
2019-12-13,"stuttgart-bad-cannstatt, germany", 20, 4
2019-12-13,"hannover,-germany",, 7
2019-12-13,"frankfurt-schwanheim,-germany", 14, 5
2019-12-13,munich, , 13
2019-12-13,"dresden-bergstraße,-germany", , 17
2019-12-13,"kiel-bahnhofstr.-verk., schleswig-holstein, germany", 60, 16
2019-12-13,"berlin,-germany", , 34
2019-12-13,"potsdam-zentrum,-germany", 63, 7
2019-12-14,"sternschanze,-hamburg, germany", 57, 11
2019-12-14,"stuttgart-bad-cannstatt, germany", 11, 5
2019-12-14,"potsdam-zentrum,-germany", 29, 5
2019-12-14,"berlin,-germany", , 17
2019-12-14,"kiel-bahnhofstr.-verk., schleswig-holstein, germany", 42, 11
2019-12-14,"frankfurt-schwanheim,-germany", 14, 4
2019-12-14,"hannover,-germany",, 8
2019-12-14,"dresden-bergstraße,-germany", , 4
2019-12-14,munich, , 14
2019-12-15,"frankfurt-schwanheim,-germany", 11, 11
2019-12-15,"hannover,-germany",, 8
2019-12-15,"dresden-bergstraße,-germany", , 5
2019-12-15,munich, , 14
2019-12-15,"kiel-bahnhofstr.-verk., schleswig-holstein, germany", 24, 13
2019-12-15,"sternschanze,-hamburg, germany", 28, 13
2019-12-15,"stuttgart-bad-cannstatt, germany", 14, 8
2019-12-15,"potsdam-zentrum,-germany", 16, 6
2019-12-15,"berlin,-germany", , 11
2019-12-16,"sternschanze,-hamburg, germany", 30, 15
2019-12-16,"berlin,-germany", , 19
2019-12-16,"hannover,-germany",, 9
2019-12-16,"stuttgart-bad-cannstatt, germany", 25, 18
2019-12-16,"potsdam-zentrum,-germany", 23, 12
2019-12-16,"kiel-bahnhofstr.-verk., schleswig-holstein, germany", 34, 18
2019-12-16,munich, , 36
2019-12-16,"frankfurt-schwanheim,-germany", 30, 19
2019-12-16,"dresden-bergstraße,-germany", , 11
2019-12-17,"kiel-bahnhofstr.-verk., schleswig-holstein, germany", 50, 17
2019-12-17,munich, , 30
2019-12-17,"dresden-bergstraße,-germany", , 18
2019-12-17,"stuttgart-bad-cannstatt, germany", 46, 27
2019-12-17,"potsdam-zentrum,-germany", 43, 9
2019-12-17,"sternschanze,-hamburg, germany", 43, 14
2019-12-17,"frankfurt-schwanheim,-germany", 44, 9
2019-12-17,"berlin,-germany", , 34
2019-12-17,"hannover,-germany",, 9
2019-12-18,"stuttgart-bad-cannstatt, germany", 60, 27
2019-12-18,munich, , 42
2019-12-18,"potsdam-zentrum,-germany", 29, 19
2019-12-18,"kiel-bahnhofstr.-verk., schleswig-holstein, germany", 42, 22
2019-12-18,"frankfurt-schwanheim,-germany", 22, 17
2019-12-18,"berlin,-germany", , 27
2019-12-18,"sternschanze,-hamburg, germany", 39, 19
2019-12-18,"dresden-bergstraße,-germany", , 25
2019-12-18,"hannover,-germany",, 8
2019-12-19,"dresden-bergstraße,-germany", , 18
2019-12-19,"berlin,-germany", , 35
2019-12-19,"stuttgart-bad-cannstatt, germany", 61, 26
2019-12-19,"kiel-bahnhofstr.-verk., schleswig-holstein, germany", 58, 22
2019-12-19,"sternschanze,-hamburg, germany", 56, 18
2019-12-19,munich, , 42
2019-12-19,"hannover,-germany",, 11
2019-12-19,"frankfurt-schwanheim,-germany", 50, 14
2019-12-19,"potsdam-zentrum,-germany", 60, 23
2019-12-20,"potsdam-zentrum,-germany", 71, 10
2019-12-20,"kiel-bahnhofstr.-verk., schleswig-holstein, germany", 60, 13
2019-12-20,"frankfurt-schwanheim,-germany", 49, 8
2019-12-20,"dresden-bergstraße,-germany", , 17
2019-12-20,"hannover,-germany",, 12
2019-12-20,"berlin,-germany", , 36
2019-12-20,"sternschanze,-hamburg, germany", 55, 10
2019-12-20,"stuttgart-bad-cannstatt, germany", 60, 11
2019-12-20,munich, , 25
2019-12-21,"potsdam-zentrum,-germany", 40, 17
2019-12-21,"stuttgart-bad-cannstatt, germany", 31, 7
2019-12-21,"dresden-bergstraße,-germany", , 14
2019-12-21,"berlin,-germany", , 24
2019-12-21,"hannover,-germany",, 8
2019-12-21,"sternschanze,-hamburg, germany", 35, 12
2019-12-21,"kiel-bahnhofstr.-verk., schleswig-holstein, germany", 38, 17
2019-12-21,munich, , 14
2019-12-21,"frankfurt-schwanheim,-germany", 29, 7
2019-12-22,"frankfurt-schwanheim,-germany", 22, 3
2019-12-22,"potsdam-zentrum,-germany", 58, 10
2019-12-22,"kiel-bahnhofstr.-verk., schleswig-holstein, germany", 52, 15
2019-12-22,"stuttgart-bad-cannstatt, germany", 23, 3
2019-12-22,munich, , 12
2019-12-22,"hannover,-germany",, 7
2019-12-22,"sternschanze,-hamburg, germany", 41, 13
2019-12-22,"dresden-bergstraße,-germany", , 11
2019-12-22,"berlin,-germany", , 27
2019-12-23,"sternschanze,-hamburg, germany", 45, 11
2019-12-23,"hannover,-germany",, 6
2019-12-23,"dresden-bergstraße,-germany", , 6
2019-12-23,"stuttgart-bad-cannstatt, germany", 9, 4
2019-12-23,"kiel-bahnhofstr.-verk., schleswig-holstein, germany", 42, 19
2019-12-23,"potsdam-zentrum,-germany", 40, 7
2019-12-23,munich, , 10
2019-12-23,"berlin,-germany", , 18
2019-12-23,"frankfurt-schwanheim,-germany", 8, 7
2019-12-24,"frankfurt-schwanheim,-germany", 21, 4
2019-12-24,"potsdam-zentrum,-germany", 26, 7
2019-12-24,munich, , 11
2019-12-24,"berlin,-germany", , 16
2019-12-24,"sternschanze,-hamburg, germany", 23, 11
2019-12-24,"kiel-bahnhofstr.-verk., schleswig-holstein, germany", 52, 12
2019-12-24,"dresden-bergstraße,-germany", , 6
2019-12-24,"stuttgart-bad-cannstatt, germany", 11, 5
2019-12-24,"hannover,-germany",, 9
2019-12-25,"dresden-bergstraße,-germany", , 4
2019-12-25,"frankfurt-schwanheim,-germany", 14, 8
2019-12-25,"potsdam-zentrum,-germany", 29, 7
2019-12-25,"stuttgart-bad-cannstatt, germany", 14, 6
2019-12-25,"sternschanze,-hamburg, germany", 34, 7
2019-12-25,"hannover,-germany",, 8
2019-12-25,"kiel-bahnhofstr.-verk., schleswig-holstein, germany", 36, 8
2019-12-25,munich, , 7
2019-12-25,"berlin,-germany", , 13
2019-12-26,"stuttgart-bad-cannstatt, germany", 23, 9
2019-12-26,"dresden-bergstraße,-germany", , 5
2019-12-26,"berlin,-germany", , 13
2019-12-26,"sternschanze,-hamburg, germany", 17, 10
2019-12-26,"potsdam-zentrum,-germany", 31, 6
2019-12-26,"frankfurt-schwanheim,-germany", 29, 
2019-12-26,"kiel-bahnhofstr.-verk., schleswig-holstein, germany", 22, 7
2019-12-26,"hannover,-germany",, 6
2019-12-26,munich, , 12
2019-12-27,"hannover,-germany",, 8
2019-12-27,"stuttgart-bad-cannstatt, germany", 36, 12
2019-12-27,"dresden-bergstraße,-germany", , 8
2019-12-27,"potsdam-zentrum,-germany", 23, 4
2019-12-27,"sternschanze,-hamburg, germany", 28, 8
2019-12-27,munich, , 16
2019-12-27,"kiel-bahnhofstr.-verk., schleswig-holstein, germany", 18, 13
2019-12-27,"frankfurt-schwanheim,-germany", , 11
2019-12-27,"berlin,-germany", , 13
2019-12-28,"hannover,-germany",, 7
2019-12-28,"kiel-bahnhofstr.-verk., schleswig-holstein, germany", 33, 16
2019-12-28,"stuttgart-bad-cannstatt, germany", 47, 16
2019-12-28,"potsdam-zentrum,-germany", 17, 11
2019-12-28,"frankfurt-schwanheim,-germany", 42, 12
2019-12-28,munich, , 13
2019-12-28,"berlin,-germany", , 11
2019-12-28,"sternschanze,-hamburg, germany", 24, 13
2019-12-28,"dresden-bergstraße,-germany", , 6
2019-12-29,"kiel-bahnhofstr.-verk., schleswig-holstein, germany", 52, 
2019-12-29,"berlin,-germany", , 20
2019-12-29,munich, , 18
2019-12-29,"sternschanze,-hamburg, germany", 46, 
2019-12-29,"potsdam-zentrum,-germany", 44, 
2019-12-29,"hannover,-germany",, 7
2019-12-29,"frankfurt-schwanheim,-germany", 49, 
2019-12-29,"stuttgart-bad-cannstatt, germany", 59, 
2019-12-29,"dresden-bergstraße,-germany", , 14
2019-12-31,"hannover,-germany",, 
2019-12-31,"frankfurt-schwanheim,-germany", , 54
2019-12-31,"sternschanze,-hamburg, germany", , 75
2019-12-31,munich, , 
2019-12-31,"kiel-bahnhofstr.-verk., schleswig-holstein, germany", , 30
2019-12-31,"potsdam-zentrum,-germany", , 23
2019-12-31,"stuttgart-bad-cannstatt, germany", , 81
2019-12-31,"berlin,-germany", , 
2020-01-01,"potsdam-zentrum,-germany", 69, 17
2020-01-01,"sternschanze,-hamburg, germany", 165, 41
2020-01-01,"kiel-bahnhofstr.-verk., schleswig-holstein, germany", 72, 25
2020-01-01,"dresden-bergstraße,-germany", , 
2020-01-01,"hannover,-germany",, 76
2020-01-01,"berlin,-germany", , 72
2020-01-01,munich, , 169
2020-01-01,"frankfurt-schwanheim,-germany", 132, 25
2020-01-01,"stuttgart-bad-cannstatt, germany", 179, 48
2020-01-02,"stuttgart-bad-cannstatt, germany", 126, 25
2020-01-02,"dresden-bergstraße,-germany", , 45
2020-01-02,"potsdam-zentrum,-germany", 60, 8
2020-01-02,"sternschanze,-hamburg, germany", 98, 20
2020-01-02,munich, , 42
2020-01-02,"hannover,-germany",, 19
2020-01-02,"kiel-bahnhofstr.-verk., schleswig-holstein, germany", 72, 16
2020-01-02,"berlin,-germany", , 43
2020-01-02,"frankfurt-schwanheim,-germany", 82, 15
2020-01-03,munich, , 31
2020-01-03,"stuttgart-bad-cannstatt, germany", 77, 9
2020-01-03,"frankfurt-schwanheim,-germany", 51, 9
2020-01-03,"dresden-bergstraße,-germany", , 17
2020-01-03,"hannover,-germany",, 12
2020-01-03,"potsdam-zentrum,-germany", 35, 7
2020-01-03,"sternschanze,-hamburg, germany", 61, 11
2020-01-03,"kiel-bahnhofstr.-verk., schleswig-holstein, germany", 46, 13
2020-01-03,"berlin,-germany", , 17
2020-01-04,"potsdam-zentrum,-germany", 24, 9
2020-01-04,"hannover,-germany",, 9
2020-01-04,"kiel-bahnhofstr.-verk., schleswig-holstein, germany", 29, 16
2020-01-04,"sternschanze,-hamburg, germany", 23, 18
2020-01-04,"dresden-bergstraße,-germany", , 8
2020-01-04,"stuttgart-bad-cannstatt, germany", 31, 8
2020-01-04,munich, , 14
2020-01-04,"frankfurt-schwanheim,-germany", 28, 11
2020-01-04,"berlin,-germany", , 12
2020-01-05,munich, , 19
2020-01-05,"hannover,-germany",, 11
2020-01-05,"berlin,-germany", , 17
2020-01-05,"potsdam-zentrum,-germany", 31, 12
2020-01-05,"kiel-bahnhofstr.-verk., schleswig-holstein, germany", 43, 22
2020-01-05,"dresden-bergstraße,-germany", , 13
2020-01-05,"sternschanze,-hamburg, germany", 37, 23
2020-01-05,"frankfurt-schwanheim,-germany", 42, 17
2020-01-05,"stuttgart-bad-cannstatt, germany", 28, 14
2020-01-06,"stuttgart-bad-cannstatt, germany", 55, 21
2020-01-06,"kiel-bahnhofstr.-verk., schleswig-holstein, germany", 64, 26
2020-01-06,"potsdam-zentrum,-germany", 48, 16
2020-01-06,"frankfurt-schwanheim,-germany", 61, 15
2020-01-06,"berlin,-germany", , 23
2020-01-06,"hannover,-germany",, 9
2020-01-06,"dresden-bergstraße,-germany", , 15
2020-01-06,munich, , 25
2020-01-06,"sternschanze,-hamburg, germany", 61, 20
2020-01-07,"frankfurt-schwanheim,-germany", 54, 14
2020-01-07,"potsdam-zentrum,-germany", 58, 8
2020-01-07,"stuttgart-bad-cannstatt, germany", 68, 19
2020-01-07,munich, , 28
2020-01-07,"sternschanze,-hamburg, germany", 58, 16
2020-01-07,"hannover,-germany",, 10
2020-01-07,"berlin,-germany", , 27
2020-01-07,"kiel-bahnhofstr.-verk., schleswig-holstein, germany", 67, 18
2020-01-07,"dresden-bergstraße,-germany", , 19
2020-01-08,"kiel-bahnhofstr.-verk., schleswig-holstein, germany", 52, 16
2020-01-08,"berlin,-germany", , 17
2020-01-08,munich, , 43
2020-01-08,"potsdam-zentrum,-germany", 31, 9
2020-01-08,"stuttgart-bad-cannstatt, germany", 61, 18
2020-01-08,"hannover,-germany",, 8
2020-01-08,"frankfurt-schwanheim,-germany", 52, 9
2020-01-08,"dresden-bergstraße,-germany", , 14
