date,city,pm25,pm10
2014-11-10,"sternschanze,-hamburg, germany", 71, 28
2014-11-11,"stuttgart-bad-cannstatt, germany", , 44
2014-11-11,"hannover,-germany",, 17
2014-11-11,"berlin,-germany", , 34
2014-11-11,"potsdam-zentrum,-germany", , 22
2014-11-11,"dresden-bergstraße,-germany", , 30
2014-11-11,"sternschanze,-hamburg, germany", 65, 32
2014-11-11,munich, , 28
2014-11-12,munich, , 25
2014-11-12,"dresden-bergstraße,-germany", , 36
2014-11-12,"hannover,-germany",, 25
2014-11-12,"potsdam-zentrum,-germany", , 38
2014-11-12,"berlin,-germany", , 54
2014-11-12,"stuttgart-bad-cannstatt, germany", , 33
2014-11-12,"sternschanze,-hamburg, germany", 76, 26
2014-11-13,"sternschanze,-hamburg, germany", 67, 33
2014-11-13,"potsdam-zentrum,-germany", , 44
2014-11-13,"berlin,-germany", , 67
2014-11-13,"dresden-bergstraße,-germany", , 33
2014-11-13,munich, , 28
2014-11-13,"stuttgart-bad-cannstatt, germany", , 32
2014-11-13,"hannover,-germany",, 26
2014-11-14,"potsdam-zentrum,-germany", , 41
2014-11-14,munich, , 23
2014-11-14,"dresden-bergstraße,-germany", , 30
2014-11-14,"berlin,-germany", , 54
2014-11-14,"stuttgart-bad-cannstatt, germany", , 35
2014-11-14,"hannover,-germany",, 24
2014-11-14,"sternschanze,-hamburg, germany", 77, 44
2014-11-15,"hannover,-germany",, 38
2014-11-15,"berlin,-germany", , 48
2014-11-15,"stuttgart-bad-cannstatt, germany", , 26
2014-11-15,"sternschanze,-hamburg, germany", 100, 42
2014-11-15,"potsdam-zentrum,-germany", , 39
2014-11-15,"dresden-bergstraße,-germany", , 25
2014-11-15,munich, , 18
2014-11-16,munich, , 16
2014-11-16,"hannover,-germany",, 37
2014-11-16,"dresden-bergstraße,-germany", , 18
2014-11-16,"berlin,-germany", , 46
2014-11-16,"stuttgart-bad-cannstatt, germany", , 17
2014-11-16,"sternschanze,-hamburg, germany", 93, 26
2014-11-16,"potsdam-zentrum,-germany", , 33
2014-11-17,"sternschanze,-hamburg, germany", 65, 20
2014-11-17,"dresden-bergstraße,-germany", , 22
2014-11-17,munich, , 15
2014-11-17,"stuttgart-bad-cannstatt, germany", , 20
2014-11-17,"potsdam-zentrum,-germany", , 20
2014-11-17,"berlin,-germany", , 35
2014-11-17,"hannover,-germany",, 15
2014-11-18,munich, , 21
2014-11-18,"hannover,-germany",, 21
2014-11-18,"sternschanze,-hamburg, germany", 59, 22
2014-11-18,"stuttgart-bad-cannstatt, germany", , 30
2014-11-18,"dresden-bergstraße,-germany", , 25
2014-11-18,"potsdam-zentrum,-germany", , 30
2014-11-18,"berlin,-germany", , 46
2014-11-19,"stuttgart-bad-cannstatt, germany", , 17
2014-11-19,"potsdam-zentrum,-germany", , 27
2014-11-19,"dresden-bergstraße,-germany", , 14
2014-11-19,"berlin,-germany", , 42
2014-11-19,"sternschanze,-hamburg, germany", 63, 32
2014-11-19,"hannover,-germany",, 22
2014-11-19,munich, , 14
2014-11-20,"potsdam-zentrum,-germany", , 40
2014-11-20,"sternschanze,-hamburg, germany", 72, 30
2014-11-20,munich, , 23
2014-11-20,"stuttgart-bad-cannstatt, germany", , 31
2014-11-20,"berlin,-germany", , 50
2014-11-20,"hannover,-germany",, 22
2014-11-20,"dresden-bergstraße,-germany", , 21
2014-11-21,"stuttgart-bad-cannstatt, germany", , 33
2014-11-21,"dresden-bergstraße,-germany", , 29
2014-11-21,munich, , 23
2014-11-21,"potsdam-zentrum,-germany", , 31
2014-11-21,"sternschanze,-hamburg, germany", 60, 32
2014-11-21,"hannover,-germany",, 22
2014-11-21,"berlin,-germany", , 46
2014-11-22,"sternschanze,-hamburg, germany", 67, 30
2014-11-22,"berlin,-germany", , 30
2014-11-22,"hannover,-germany",, 21
2014-11-22,"stuttgart-bad-cannstatt, germany", , 43
2014-11-22,"potsdam-zentrum,-germany", , 20
2014-11-22,"dresden-bergstraße,-germany", , 20
2014-11-22,munich, , 24
2014-11-23,"stuttgart-bad-cannstatt, germany", , 39
2014-11-23,munich, , 26
2014-11-23,"berlin,-germany", , 37
2014-11-23,"dresden-bergstraße,-germany", , 20
2014-11-23,"hannover,-germany",, 16
2014-11-23,"sternschanze,-hamburg, germany", 71, 20
2014-11-23,"potsdam-zentrum,-germany", , 26
2014-11-24,"potsdam-zentrum,-germany", , 15
2014-11-24,"hannover,-germany",, 9
2014-11-24,"berlin,-germany", , 33
2014-11-24,"sternschanze,-hamburg, germany", 49, 16
2014-11-24,munich, , 19
2014-11-24,"dresden-bergstraße,-germany", , 29
2014-11-24,"stuttgart-bad-cannstatt, germany", , 33
2014-11-25,"hannover,-germany",, 14
2014-11-25,"berlin,-germany", , 32
2014-11-25,"stuttgart-bad-cannstatt, germany", , 39
2014-11-25,"potsdam-zentrum,-germany", , 12
2014-11-25,munich, , 46
2014-11-25,"dresden-bergstraße,-germany", , 42
2014-11-25,"sternschanze,-hamburg, germany", 44, 20
2014-11-26,"hannover,-germany",, 19
2014-11-26,"potsdam-zentrum,-germany", , 20
2014-11-26,"sternschanze,-hamburg, germany", 52, 25
2014-11-26,munich, , 27
2014-11-26,"dresden-bergstraße,-germany", , 27
2014-11-26,"stuttgart-bad-cannstatt, germany", , 40
2014-11-26,"berlin,-germany", , 30
2014-11-27,"potsdam-zentrum,-germany", , 43
2014-11-27,"sternschanze,-hamburg, germany", 71, 32
2014-11-27,"dresden-bergstraße,-germany", , 29
2014-11-27,"hannover,-germany",, 24
2014-11-27,munich, , 30
2014-11-27,"berlin,-germany", , 54
2014-11-27,"stuttgart-bad-cannstatt, germany", , 
2014-11-28,"dresden-bergstraße,-germany", , 30
2014-11-28,munich, , 29
2014-11-28,"potsdam-zentrum,-germany", , 35
2014-11-28,"hannover,-germany",, 29
2014-11-28,"berlin,-germany", , 48
2014-11-28,"stuttgart-bad-cannstatt, germany", , 23
2014-11-28,"sternschanze,-hamburg, germany", 87, 31
2014-11-29,"hannover,-germany",, 36
2014-11-29,"stuttgart-bad-cannstatt, germany", , 21
2014-11-29,munich, , 21
2014-11-29,"sternschanze,-hamburg, germany", 86, 38
2014-11-29,"berlin,-germany", , 43
2014-11-29,"dresden-bergstraße,-germany", , 31
2014-11-29,"potsdam-zentrum,-germany", , 32
2014-11-30,"stuttgart-bad-cannstatt, germany", , 14
2014-11-30,munich, , 14
2014-11-30,"dresden-bergstraße,-germany", , 33
2014-11-30,"potsdam-zentrum,-germany", , 33
2014-11-30,"berlin,-germany", , 45
2014-11-30,"hannover,-germany",, 39
2014-11-30,"sternschanze,-hamburg, germany", 95, 37
2014-12-01,"berlin,-germany", , 46
2014-12-01,"hannover,-germany",, 35
2014-12-01,"dresden-bergstraße,-germany", , 47
2014-12-01,"potsdam-zentrum,-germany", , 30
2014-12-01,"sternschanze,-hamburg, germany", 93, 35
2014-12-01,munich, , 13
2014-12-01,"stuttgart-bad-cannstatt, germany", , 15
2014-12-02,"berlin,-germany", , 49
2014-12-02,"potsdam-zentrum,-germany", , 37
2014-12-02,"hannover,-germany",, 34
2014-12-02,munich, , 15
2014-12-02,"dresden-bergstraße,-germany", , 51
2014-12-02,"stuttgart-bad-cannstatt, germany", , 25
2014-12-02,"sternschanze,-hamburg, germany", 93, 37
2014-12-03,"hannover,-germany",, 36
2014-12-03,"potsdam-zentrum,-germany", , 52
2014-12-03,"stuttgart-bad-cannstatt, germany", , 23
2014-12-03,"dresden-bergstraße,-germany", , 65
2014-12-03,munich, , 24
2014-12-03,"berlin,-germany", , 60
2014-12-03,"sternschanze,-hamburg, germany", 94, 36
2014-12-04,"berlin,-germany", , 67
2014-12-04,"stuttgart-bad-cannstatt, germany", , 23
2014-12-04,munich, , 21
2014-12-04,"potsdam-zentrum,-germany", , 58
2014-12-04,"hannover,-germany",, 46
2014-12-04,"sternschanze,-hamburg, germany", 92, 51
2014-12-04,"dresden-bergstraße,-germany", , 40
2014-12-05,"hannover,-germany",, 54
2014-12-05,"stuttgart-bad-cannstatt, germany", , 16
2014-12-05,"potsdam-zentrum,-germany", , 53
2014-12-05,"dresden-bergstraße,-germany", , 46
2014-12-05,"berlin,-germany", , 65
2014-12-05,"sternschanze,-hamburg, germany", 126, 38
2014-12-05,munich, , 22
2014-12-06,"sternschanze,-hamburg, germany", 90, 24
2014-12-06,"potsdam-zentrum,-germany", , 25
2014-12-06,"berlin,-germany", , 42
2014-12-06,"hannover,-germany",, 25
2014-12-06,"stuttgart-bad-cannstatt, germany", , 20
2014-12-06,"dresden-bergstraße,-germany", , 32
2014-12-06,munich, , 19
2014-12-07,"sternschanze,-hamburg, germany", 58, 15
2014-12-07,munich, , 17
2014-12-07,"berlin,-germany", , 28
2014-12-07,"dresden-bergstraße,-germany", , 18
2014-12-07,"stuttgart-bad-cannstatt, germany", , 20
2014-12-07,"potsdam-zentrum,-germany", , 15
2014-12-07,"hannover,-germany",, 19
2014-12-08,"dresden-bergstraße,-germany", , 24
2014-12-08,"hannover,-germany",, 10
2014-12-08,"stuttgart-bad-cannstatt, germany", , 12
2014-12-08,"sternschanze,-hamburg, germany", 41, 18
2014-12-08,munich, , 19
2014-12-08,"berlin,-germany", , 27
2014-12-08,"potsdam-zentrum,-germany", , 14
2014-12-09,"stuttgart-bad-cannstatt, germany", , 20
2014-12-09,"berlin,-germany", , 43
2014-12-09,"potsdam-zentrum,-germany", , 22
2014-12-09,"sternschanze,-hamburg, germany", 55, 21
2014-12-09,"dresden-bergstraße,-germany", , 47
2014-12-09,"hannover,-germany",, 14
2014-12-09,munich, , 19
2014-12-10,"dresden-bergstraße,-germany", , 25
2014-12-10,"stuttgart-bad-cannstatt, germany", , 27
2014-12-10,"hannover,-germany",, 12
2014-12-10,"potsdam-zentrum,-germany", , 12
2014-12-10,"berlin,-germany", , 29
2014-12-10,munich, , 28
2014-12-10,"sternschanze,-hamburg, germany", 52, 15
2014-12-11,"sternschanze,-hamburg, germany", 32, 11
2014-12-11,munich, , 17
2014-12-11,"stuttgart-bad-cannstatt, germany", , 6
2014-12-11,"berlin,-germany", , 21
2014-12-11,"potsdam-zentrum,-germany", , 7
2014-12-11,"dresden-bergstraße,-germany", , 17
2014-12-11,"hannover,-germany",, 10
2014-12-12,"sternschanze,-hamburg, germany", 25, 
2014-12-12,"berlin,-germany", , 14
2014-12-12,"hannover,-germany",, 7
2014-12-12,"potsdam-zentrum,-germany", , 5
2014-12-12,"dresden-bergstraße,-germany", , 17
2014-12-12,munich, , 12
2014-12-12,"stuttgart-bad-cannstatt, germany", , 3
2014-12-13,"potsdam-zentrum,-germany", , 9
2014-12-13,"hannover,-germany",, 9
2014-12-13,"dresden-bergstraße,-germany", , 20
2014-12-13,munich, , 19
2014-12-13,"sternschanze,-hamburg, germany", , 25
2014-12-13,"berlin,-germany", , 19
2014-12-13,"stuttgart-bad-cannstatt, germany", , 6
2014-12-14,"stuttgart-bad-cannstatt, germany", , 11
2014-12-14,"dresden-bergstraße,-germany", , 12
2014-12-14,"sternschanze,-hamburg, germany", 68, 19
2014-12-14,munich, , 20
2014-12-14,"potsdam-zentrum,-germany", , 21
2014-12-14,"hannover,-germany",, 21
2014-12-14,"berlin,-germany", , 32
2014-12-15,"berlin,-germany", , 25
2014-12-15,"dresden-bergstraße,-germany", , 21
2014-12-15,"stuttgart-bad-cannstatt, germany", , 18
2014-12-15,"sternschanze,-hamburg, germany", 58, 21
2014-12-15,munich, , 22
2014-12-15,"potsdam-zentrum,-germany", , 12
2014-12-15,"hannover,-germany",, 12
2014-12-16,"potsdam-zentrum,-germany", , 15
2014-12-16,"hannover,-germany",, 11
2014-12-16,"stuttgart-bad-cannstatt, germany", , 22
2014-12-16,"berlin,-germany", , 29
2014-12-16,munich, , 32
2014-12-16,"dresden-bergstraße,-germany", , 20
2014-12-16,"sternschanze,-hamburg, germany", 58, 15
2014-12-17,"hannover,-germany",, 10
2014-12-17,munich, , 24
2014-12-17,"stuttgart-bad-cannstatt, germany", , 9
2014-12-17,"potsdam-zentrum,-germany", , 13
2014-12-17,"dresden-bergstraße,-germany", , 19
2014-12-17,"sternschanze,-hamburg, germany", 43, 14
2014-12-17,"berlin,-germany", , 25
2014-12-18,"hannover,-germany",, 8
2014-12-18,"potsdam-zentrum,-germany", , 9
2014-12-18,"sternschanze,-hamburg, germany", 43, 8
2014-12-18,"dresden-bergstraße,-germany", , 16
2014-12-18,"berlin,-germany", , 19
2014-12-18,munich, , 11
2014-12-18,"stuttgart-bad-cannstatt, germany", , 3
2014-12-19,"stuttgart-bad-cannstatt, germany", , 
2014-12-19,"sternschanze,-hamburg, germany", 22, 9
2014-12-19,"berlin,-germany", , 14
2014-12-19,munich, , 9
2014-12-19,"dresden-bergstraße,-germany", , 9
2014-12-19,"hannover,-germany",, 3
2014-12-19,"potsdam-zentrum,-germany", , 3
2014-12-20,munich, , 10
2014-12-20,"stuttgart-bad-cannstatt, germany", , 4
2014-12-20,"dresden-bergstraße,-germany", , 11
2014-12-20,"potsdam-zentrum,-germany", , 6
2014-12-20,"hannover,-germany",, 7
2014-12-20,"sternschanze,-hamburg, germany", 15, 14
2014-12-20,"berlin,-germany", , 16
2014-12-21,"berlin,-germany", , 20
2014-12-21,"sternschanze,-hamburg, germany", , 10
2014-12-21,"stuttgart-bad-cannstatt, germany", , 4
2014-12-21,"potsdam-zentrum,-germany", , 13
2014-12-21,"dresden-bergstraße,-germany", , 15
2014-12-21,"hannover,-germany",, 12
2014-12-21,munich, , 8
2014-12-22,"potsdam-zentrum,-germany", , 3
2014-12-22,"stuttgart-bad-cannstatt, germany", , 5
2014-12-22,"hannover,-germany",, 9
2014-12-22,"sternschanze,-hamburg, germany", 9, 3
2014-12-22,munich, , 12
2014-12-22,"dresden-bergstraße,-germany", , 9
2014-12-22,"berlin,-germany", , 10
2014-12-23,"berlin,-germany", , 12
2014-12-23,munich, , 11
2014-12-23,"stuttgart-bad-cannstatt, germany", , 10
2014-12-23,"potsdam-zentrum,-germany", , 5
2014-12-23,"dresden-bergstraße,-germany", , 10
2014-12-23,"hannover,-germany",, 6
2014-12-23,"sternschanze,-hamburg, germany", 13, 5
2014-12-24,"hannover,-germany",, 6
2014-12-24,munich, , 17
2014-12-24,"potsdam-zentrum,-germany", , 3
2014-12-24,"stuttgart-bad-cannstatt, germany", , 17
2014-12-24,"dresden-bergstraße,-germany", , 8
2014-12-24,"berlin,-germany", , 12
2014-12-24,"sternschanze,-hamburg, germany", 17, 9
2014-12-25,"stuttgart-bad-cannstatt, germany", , 7
2014-12-25,"dresden-bergstraße,-germany", , 10
2014-12-25,"potsdam-zentrum,-germany", , 9
2014-12-25,"hannover,-germany",, 9
2014-12-25,"sternschanze,-hamburg, germany", 15, 7
2014-12-25,"berlin,-germany", , 18
2014-12-25,munich, , 11
2014-12-26,munich, , 11
2014-12-26,"sternschanze,-hamburg, germany", 28, 12
2014-12-26,"dresden-bergstraße,-germany", , 10
2014-12-26,"potsdam-zentrum,-germany", , 6
2014-12-26,"stuttgart-bad-cannstatt, germany", , 8
2014-12-26,"hannover,-germany",, 11
2014-12-26,"berlin,-germany", , 15
2014-12-27,"potsdam-zentrum,-germany", , 17
2014-12-27,"dresden-bergstraße,-germany", , 16
2014-12-27,"hannover,-germany",, 14
2014-12-27,"stuttgart-bad-cannstatt, germany", , 11
2014-12-27,"sternschanze,-hamburg, germany", 50, 12
2014-12-27,"berlin,-germany", , 26
2014-12-27,munich, , 14
2014-12-28,"dresden-bergstraße,-germany", , 44
2014-12-28,"sternschanze,-hamburg, germany", 49, 
2014-12-28,"hannover,-germany",, 14
2014-12-28,"berlin,-germany", , 35
2014-12-28,"potsdam-zentrum,-germany", , 27
2014-12-28,"stuttgart-bad-cannstatt, germany", , 7
2014-12-28,munich, , 14
2014-12-31,"potsdam-zentrum,-germany", , 
2014-12-31,"berlin,-germany", , 
2014-12-31,"sternschanze,-hamburg, germany", , 47
2014-12-31,"hannover,-germany",, 
2014-12-31,"dresden-bergstraße,-germany", , 
2014-12-31,munich, , 
2014-12-31,"stuttgart-bad-cannstatt, germany", , 
2015-01-01,"stuttgart-bad-cannstatt, germany", , 59
2015-01-01,munich, , 81
2015-01-01,"potsdam-zentrum,-germany", , 24
2015-01-01,"hannover,-germany",, 60
2015-01-01,"berlin,-germany", , 60
2015-01-01,"sternschanze,-hamburg, germany", 92, 23
2015-01-01,"dresden-bergstraße,-germany", , 45
2015-01-02,munich, , 44
2015-01-02,"sternschanze,-hamburg, germany", 70, 15
2015-01-02,"stuttgart-bad-cannstatt, germany", , 21
2015-01-02,"potsdam-zentrum,-germany", , 8
2015-01-02,"dresden-bergstraße,-germany", , 9
2015-01-02,"hannover,-germany",, 18
2015-01-02,"berlin,-germany", , 19
2015-01-03,"hannover,-germany",, 12
2015-01-03,"stuttgart-bad-cannstatt, germany", , 10
2015-01-03,"sternschanze,-hamburg, germany", 30, 9
2015-01-03,"dresden-bergstraße,-germany", , 12
2015-01-03,"potsdam-zentrum,-germany", , 10
2015-01-03,munich, , 14
2015-01-04,"sternschanze,-hamburg, germany", 21, 13
2015-01-04,"berlin,-germany", , 
2015-01-04,"stuttgart-bad-cannstatt, germany", , 6
2015-01-04,"hannover,-germany",, 11
2015-01-04,"potsdam-zentrum,-germany", , 7
2015-01-04,"dresden-bergstraße,-germany", , 11
2015-01-04,munich, , 9
2015-01-05,"sternschanze,-hamburg, germany", 36, 29
2015-01-05,"stuttgart-bad-cannstatt, germany", , 10
2015-01-05,"dresden-bergstraße,-germany", , 11
2015-01-05,munich, , 18
2015-01-05,"berlin,-germany", , 28
2015-01-05,"hannover,-germany",, 15
2015-01-05,"potsdam-zentrum,-germany", , 18
2015-01-06,"dresden-bergstraße,-germany", , 18
2015-01-06,"potsdam-zentrum,-germany", , 21
2015-01-06,munich, , 25
2015-01-06,"berlin,-germany", , 28
2015-01-06,"sternschanze,-hamburg, germany", 74, 25
2015-01-06,"stuttgart-bad-cannstatt, germany", , 25
2015-01-06,"hannover,-germany",, 24
2015-01-07,munich, , 27
2015-01-07,"hannover,-germany",, 15
2015-01-07,"sternschanze,-hamburg, germany", 62, 18
2015-01-07,"dresden-bergstraße,-germany", , 24
2015-01-07,"potsdam-zentrum,-germany", , 18
2015-01-07,"stuttgart-bad-cannstatt, germany", , 30
2015-01-07,"berlin,-germany", , 29
2015-01-08,"hannover,-germany",, 9
2015-01-08,"dresden-bergstraße,-germany", , 18
2015-01-08,munich, , 22
2015-01-08,"potsdam-zentrum,-germany", , 10
2015-01-08,"stuttgart-bad-cannstatt, germany", , 20
2015-01-08,"berlin,-germany", , 19
2015-01-08,"sternschanze,-hamburg, germany", 46, 13
2015-01-09,munich, , 13
2015-01-09,"potsdam-zentrum,-germany", , 7
2015-01-09,"stuttgart-bad-cannstatt, germany", , 4
2015-01-09,"sternschanze,-hamburg, germany", 30, 11
2015-01-09,"dresden-bergstraße,-germany", , 12
2015-01-09,"berlin,-germany", , 17
2015-01-09,"hannover,-germany",, 8
2015-01-10,"stuttgart-bad-cannstatt, germany", , 1
2015-01-10,"dresden-bergstraße,-germany", , 7
2015-01-10,munich, , 9
2015-01-10,"berlin,-germany", , 12
2015-01-10,"sternschanze,-hamburg, germany", 21, 11
2015-01-10,"hannover,-germany",, 7
2015-01-10,"potsdam-zentrum,-germany", , 3
2015-01-11,"stuttgart-bad-cannstatt, germany", , 2
2015-01-11,"hannover,-germany",, 12
2015-01-11,"berlin,-germany", , 17
2015-01-11,"dresden-bergstraße,-germany", , 16
2015-01-11,"potsdam-zentrum,-germany", , 6
2015-01-11,munich, , 5
2015-01-11,"sternschanze,-hamburg, germany", 23, 10
2015-01-12,"berlin,-germany", , 12
2015-01-12,"dresden-bergstraße,-germany", , 14
2015-01-12,"sternschanze,-hamburg, germany", 30, 8
2015-01-12,"potsdam-zentrum,-germany", , 6
2015-01-12,munich, , 11
2015-01-12,"stuttgart-bad-cannstatt, germany", , 5
2015-01-12,"hannover,-germany",, 12
2015-01-13,"dresden-bergstraße,-germany", , 13
2015-01-13,"berlin,-germany", , 14
2015-01-13,"hannover,-germany",, 7
2015-01-13,munich, , 23
2015-01-13,"potsdam-zentrum,-germany", , 6
2015-01-13,"sternschanze,-hamburg, germany", 27, 6
2015-01-13,"stuttgart-bad-cannstatt, germany", , 18
2015-01-14,"dresden-bergstraße,-germany", , 18
2015-01-14,"potsdam-zentrum,-germany", , 5
2015-01-14,"hannover,-germany",, 7
2015-01-14,munich, , 20
2015-01-14,"sternschanze,-hamburg, germany", 21, 9
2015-01-14,"berlin,-germany", , 15
2015-01-14,"stuttgart-bad-cannstatt, germany", , 7
2015-01-15,"stuttgart-bad-cannstatt, germany", , 7
2015-01-15,"hannover,-germany",, 7
2015-01-15,"potsdam-zentrum,-germany", , 5
2015-01-15,munich, , 14
2015-01-15,"dresden-bergstraße,-germany", , 14
2015-01-15,"sternschanze,-hamburg, germany", 26, 10
2015-01-15,"berlin,-germany", , 13
2015-01-16,"potsdam-zentrum,-germany", , 9
2015-01-16,"stuttgart-bad-cannstatt, germany", , 12
2015-01-16,"dresden-bergstraße,-germany", , 29
2015-01-16,"berlin,-germany", , 25
2015-01-16,"sternschanze,-hamburg, germany", 24, 17
2015-01-16,munich, , 36
2015-01-16,"hannover,-germany",, 7
2015-01-17,"sternschanze,-hamburg, germany", 37, 20
2015-01-17,munich, , 38
2015-01-17,"stuttgart-bad-cannstatt, germany", , 10
2015-01-17,"hannover,-germany",, 16
2015-01-17,"potsdam-zentrum,-germany", , 21
2015-01-17,"dresden-bergstraße,-germany", , 23
2015-01-17,"berlin,-germany", , 32
2015-01-18,"berlin,-germany", , 35
2015-01-18,"potsdam-zentrum,-germany", , 21
2015-01-18,"hannover,-germany",, 16
2015-01-18,"dresden-bergstraße,-germany", , 25
2015-01-18,"stuttgart-bad-cannstatt, germany", , 15
2015-01-18,"sternschanze,-hamburg, germany", 55, 19
2015-01-18,munich, , 17
2015-01-19,"stuttgart-bad-cannstatt, germany", , 21
2015-01-19,"dresden-bergstraße,-germany", , 25
2015-01-19,"potsdam-zentrum,-germany", , 29
2015-01-19,munich, , 15
2015-01-19,"berlin,-germany", , 40
2015-01-19,"sternschanze,-hamburg, germany", 57, 26
2015-01-19,"hannover,-germany",, 16
2015-01-20,"berlin,-germany", , 41
2015-01-20,"potsdam-zentrum,-germany", , 30
2015-01-20,"stuttgart-bad-cannstatt, germany", , 23
2015-01-20,"hannover,-germany",, 26
2015-01-20,"sternschanze,-hamburg, germany", 78, 31
2015-01-20,"dresden-bergstraße,-germany", , 27
2015-01-20,munich, , 29
2015-01-21,"stuttgart-bad-cannstatt, germany", , 25
2015-01-21,"potsdam-zentrum,-germany", , 27
2015-01-21,munich, , 35
2015-01-21,"berlin,-germany", , 41
2015-01-21,"sternschanze,-hamburg, germany", 83, 25
2015-01-21,"hannover,-germany",, 31
2015-01-21,"dresden-bergstraße,-germany", , 29
2015-01-22,"dresden-bergstraße,-germany", , 39
2015-01-22,"sternschanze,-hamburg, germany", 72, 21
